word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
capital;7;1;35;14;35;7
nation;6;4;24;12;96;24
travel;6;1;29;12;29;6
speed;5;2;24;10;48;10
light;5;2;26;10;52;10
fully;5;1;32;10;32;5
gas;3;2;16;6;32;6
bills;5;1;30;10;30;5
sent;4;2;15;8;30;8
monthly;7;2;35;14;70;14
earth;5;1;20;10;20;5
quakes;6;1;36;12;36;6
predictable;11;1;56;22;56;11
life;4;2;20;8;40;8
dream;5;1;24;10;24;5
recycling;9;1;49;18;49;9
depot;5;1;23;10;23;5
registered;10;2;45;20;90;20
mail;4;1;21;8;21;4
fall;4;1;22;8;22;4
season;6;1;25;12;25;6
animal;6;1;29;12;29;6
kids;4;1;24;8;24;4
excited;7;1;34;14;34;7
parking;7;3;40;14;120;21
lot;3;5;13;6;65;15
full;4;1;25;8;25;4
trucks;6;1;34;12;34;6
bike;4;1;24;8;24;4
flat;4;1;19;8;19;4
tire;4;1;16;8;16;4
walk;4;3;25;8;75;12
quickly;7;1;48;14;48;7
duck;4;1;27;8;27;4
quacks;6;1;39;12;39;6
ask;3;2;17;6;34;6
limited;7;1;34;14;34;7
warranty;8;1;39;16;39;8
years;5;1;24;10;24;5
four;4;2;22;8;44;8
seasons;7;1;30;14;30;7
sun;3;1;16;6;16;3
rises;5;2;23;10;46;10
windy;5;1;29;10;29;5
worry;5;1;28;10;28;5
dashing;7;1;36;14;36;7
snow;4;1;20;8;20;4
want;4;4;18;8;72;16
join;4;2;22;8;44;8
us;2;3;12;4;36;6
lunch;5;1;28;10;28;5
stay;4;1;19;8;19;4
away;4;2;22;8;44;8
strangers;9;1;41;18;41;9
accompanied;11;1;55;22;55;11
adult;5;1;26;10;26;5
later;5;1;21;10;21;5
alligator;9;1;44;18;44;9
make;4;6;21;8;126;24
day;3;3;17;6;51;9
sucker;6;1;34;12;34;6
now;3;1;15;6;15;3
she;3;2;13;6;26;6
wears;5;2;24;10;48;10
makeup;6;1;35;12;35;6
bare;4;1;20;8;20;4
face;4;1;19;8;19;4
batman;6;1;29;12;29;6
cape;4;1;20;8;20;4
hate;4;1;15;8;15;4
baking;6;1;36;12;36;6
pies;4;1;20;8;20;4
lydia;5;1;28;10;28;5
wants;5;2;23;10;46;10
home;4;4;18;8;72;16
win;3;3;16;6;48;9
prize;5;1;29;10;29;5
contest;7;1;28;14;28;7
freud;5;1;27;10;27;5
wrote;5;1;22;10;22;5
ego;3;1;14;6;14;3
care;4;2;18;8;36;8
always;6;4;33;12;132;24
cover;5;1;26;10;26;5
bases;5;1;25;10;25;5
nobody;6;1;33;12;33;6
cares;5;1;23;10;23;5
anymore;7;1;33;14;33;7
cards;5;2;26;10;52;10
rid;3;1;16;6;16;3
immediately;11;2;54;22;108;22
watched;7;3;34;14;102;21
blazing;7;1;43;14;43;7
saddles;7;1;35;14;35;7
sum;3;1;18;6;18;3
parts;5;1;24;10;24;5
they;4;3;18;8;54;12
yap;3;1;18;6;18;3
nothing;7;3;32;14;96;21
peek;4;1;21;8;21;4
window;6;2;33;12;66;12
before;6;3;29;12;87;18
midnight;8;3;41;16;123;24
played;6;1;33;12;33;6
pimp;4;1;25;8;25;4
skimmed;7;1;39;14;39;7
proposal;8;1;42;16;42;8
sweatshirt;10;1;45;20;45;10
war;3;1;16;6;16;3
bloodshed;9;1;47;18;47;9
toss;4;1;17;8;17;4
ball;4;1;24;8;24;4
around;6;1;30;12;30;6
meet;4;2;15;8;30;8
noon;4;1;16;8;16;4
hold;4;1;21;8;21;4
hand;4;1;19;8;19;4
children;8;1;40;16;40;8
playing;7;1;40;14;40;7
superman;8;1;41;16;41;8
wore;4;1;19;8;19;4
mask;4;1;23;8;23;4
listen;6;2;26;12;52;12
tape;4;1;17;8;17;4
everyday;8;1;43;16;43;8
shouting;8;1;40;16;40;8
loudly;6;1;36;12;36;6
correct;7;1;32;14;32;7
diction;7;1;33;14;33;7
seasoned;8;1;34;16;34;8
golfers;7;1;36;14;36;7
game;4;1;20;8;20;4
cooled;6;1;29;12;29;6
after;5;1;21;10;21;5
left;4;1;18;8;18;4
dog;3;5;17;6;85;15
sheds;5;1;24;10;24;5
his;3;2;15;6;30;6
patio;5;1;23;10;23;5
these;5;2;19;10;38;10
cookies;7;2;35;14;70;14
so;2;4;9;4;36;8
amazing;7;1;39;14;39;7
feel;4;2;18;8;36;8
presence;8;1;36;16;36;8
bite;4;1;19;8;19;4
most;4;3;18;8;54;12
ridiculous;10;1;56;20;56;10
thing;5;3;24;10;72;15
where;5;4;23;10;92;20
lovely;6;1;34;12;34;6
red;3;2;14;6;28;6
sunday;6;1;33;12;33;6
spilled;7;1;38;14;38;7
carpet;6;2;28;12;56;12
five;4;2;22;8;44;8
oceans;6;1;26;12;26;6
shall;5;1;26;10;26;5
olympic;7;1;41;14;41;7
athletes;8;1;32;16;32;8
use;3;1;15;6;15;3
drugs;5;3;30;10;90;15
mother;6;1;26;12;26;6
makes;5;3;26;10;78;15
deed;4;1;18;8;18;4
someone;7;2;29;14;58;14
knocking;8;1;46;16;46;8
flashing;8;1;42;16;42;8
stop;4;1;19;8;19;4
sprawling;9;2;50;18;100;18
subdivisions;12;1;67;24;67;12
bad;3;5;18;6;90;15
leave;5;3;24;10;72;15
glasses;7;2;35;14;70;14
cottage;7;1;30;14;30;7
chlorine;8;1;38;16;38;8
breaks;6;1;33;12;33;6
winter;6;1;27;12;27;6
santa;5;1;20;10;20;5
claus;5;1;28;10;28;5
got;3;1;14;6;14;3
stuck;5;2;29;10;58;10
public;6;1;39;12;39;6
transit;7;1;29;14;29;7
faster;6;3;26;12;78;18
few;3;1;16;6;16;3
phrases;7;1;34;14;34;7
fingers;7;1;35;14;35;7
cold;4;1;22;8;22;4
rain;4;3;18;8;54;12
universities;12;1;58;24;58;12
price;5;1;26;10;26;5
winner;6;1;28;12;28;6
race;4;1;18;8;18;4
drive;5;2;27;10;54;10
parkways;8;1;47;16;47;8
park;4;1;24;8;24;4
driveways;9;1;50;18;50;9
pizza;5;1;34;10;34;5
beer;4;1;19;8;19;4
effort;6;3;27;12;81;18
were;4;2;18;8;36;8
stupid;6;1;33;12;33;6
quite;5;1;27;10;27;5
as;2;3;9;4;27;6
think;5;2;25;10;50;10
camping;7;1;39;14;39;7
person;6;1;28;12;28;6
disaster;8;1;36;16;36;8
imagination;11;1;51;22;51;11
universally;11;1;60;22;60;11
understood;10;1;47;20;47;10
wrong;5;3;27;10;81;15
hours;5;1;26;10;26;5
opera;5;1;23;10;23;5
occasional;10;1;48;20;48;10
taste;5;1;18;10;18;5
victims;7;1;38;14;38;7
redress;7;1;32;14;32;7
protesters;10;1;43;20;43;10
blocked;7;1;41;14;41;7
traffic;7;1;35;14;35;7
acceptance;10;1;46;20;46;10
speech;6;1;29;12;29;6
boring;6;2;33;12;66;12
reach;5;1;23;10;23;5
summit;6;1;32;12;32;6
encouragement;13;1;59;26;59;13
needed;6;1;25;12;25;6
stiff;5;1;25;10;25;5
penalty;7;1;34;14;34;7
staying;7;2;35;14;70;14
late;4;4;16;8;64;16
pen;3;1;14;6;14;3
mightier;8;1;39;16;39;8
sword;5;1;27;10;27;5
exceed;6;1;29;12;29;6
maximum;7;1;42;14;42;7
limit;5;1;25;10;25;5
sharp;5;3;26;10;78;15
contrast;8;1;34;16;34;8
words;5;3;27;10;81;15
leather;7;1;29;14;29;7
warm;4;2;22;8;44;8
consequences;12;1;59;24;59;12
turn;4;1;19;8;19;4
mission;7;1;34;14;34;7
statement;9;1;34;18;34;9
baloney;7;1;36;14;36;7
loose;5;2;22;10;44;10
voice;5;1;26;10;26;5
every;5;4;26;10;104;20
apple;5;1;27;10;27;5
tree;4;1;14;8;14;4
sure;4;1;20;8;20;4
fourth;6;1;30;12;30;6
edition;7;1;30;14;30;7
system;6;2;29;12;58;12
taxation;8;1;35;16;35;8
beautiful;9;2;49;18;98;18
paintings;9;1;44;18;44;9
gallery;7;1;38;14;38;7
almost;6;1;28;12;28;6
long;4;2;21;8;42;8
meter;5;1;20;10;20;5
missed;6;1;30;12;30;6
birthday;8;1;43;16;43;8
coalition;9;1;41;18;41;9
governments;11;1;52;22;52;11
destruction;11;1;51;22;51;11
forest;6;1;26;12;26;6
tennis;6;1;24;12;24;6
acutely;7;1;36;14;36;7
aware;5;1;23;10;23;5
looks;5;2;27;10;54;10
eat;3;1;10;6;10;3
cake;4;1;21;8;21;4
machinery;9;1;45;18;45;9
complicated;11;3;56;22;168;33
glance;6;1;30;12;30;6
right;5;2;25;10;50;10
direction;9;1;41;18;41;9
figure;6;1;33;12;33;6
follow;6;1;33;12;33;6
guidelines;10;1;51;20;51;10
airport;7;1;33;14;33;7
busy;4;2;27;8;54;8
mystery;7;1;36;14;36;7
lost;4;1;18;8;18;4
lagoon;6;1;29;12;29;6
any;3;1;15;6;15;3
indication;10;1;46;20;46;10
chamber;7;1;37;14;37;7
important;9;4;41;18;164;36
decisions;9;1;43;18;43;9
phenomenon;10;1;44;20;44;10
occur;5;1;28;10;28;5
obligations;11;1;55;22;55;11
met;3;1;12;6;12;3
valid;5;1;29;10;29;5
until;5;1;25;10;25;5
end;3;1;13;6;13;3
year;4;1;19;8;19;4
file;4;1;20;8;20;4
complaints;10;1;50;20;50;10
writing;7;1;36;14;36;7
tickets;7;2;33;14;66;14
picture;7;1;36;14;36;7
worth;5;1;24;10;24;5
takes;5;3;23;10;69;15
nice;4;1;18;8;18;4
photographs;11;1;56;22;56;11
shack;5;1;28;10;28;5
buried;6;1;34;12;34;6
bone;4;3;19;8;57;12
daring;6;1;31;12;31;6
young;5;1;29;10;29;5
man;3;2;14;6;28;6
equation;8;1;39;16;39;8
express;7;1;36;14;36;7
delivery;8;1;43;16;43;8
fast;4;1;18;8;18;4
put;3;2;17;6;34;6
touchdown;9;1;46;18;46;9
last;4;1;18;8;18;4
minute;6;1;28;12;28;6
treasury;8;1;39;16;39;8
department;10;1;44;20;44;10
broke;5;1;28;10;28;5
response;8;2;36;16;72;16
well;4;1;22;8;22;4
connected;9;2;39;18;78;18
people;6;2;30;12;60;12
bathroom;8;1;39;16;39;8
generation;10;1;42;20;42;10
gap;3;1;18;6;18;3
wider;5;1;26;10;26;5
chemical;8;1;41;16;41;8
spill;5;2;29;10;58;10
forever;7;1;34;14;34;7
prepare;7;1;34;14;34;7
exam;4;1;21;8;21;4
advance;7;1;35;14;35;7
interesting;11;1;47;22;47;11
observation;11;1;53;22;53;11
transaction;11;1;47;22;47;11
etiquette;9;1;39;18;39;9
needs;5;2;21;10;42;10
investigate;11;1;50;22;50;11
stability;9;1;46;18;46;9
electrical;10;1;47;20;47;10
panel;5;1;24;10;24;5
silver;6;1;32;12;32;6
anniversary;11;1;54;22;54;11
presidential;12;1;56;24;56;12
suite;5;1;23;10;23;5
punishment;10;1;49;20;49;10
should;6;4;33;12;132;24
fit;3;2;14;6;28;6
crime;5;2;25;10;50;10
cheese;6;1;25;12;25;6
keeps;5;1;26;10;26;5
mind;4;2;21;8;42;8
registration;12;1;53;24;53;12
period;6;1;30;12;30;6
sympathy;8;1;44;16;44;8
objective;9;1;49;18;49;9
exercise;8;2;38;16;76;16
historic;8;1;38;16;38;8
meeting;7;2;31;14;62;14
result;6;1;29;12;29;6
reluctant;9;1;41;18;41;9
enter;5;1;18;10;18;5
addition;8;1;37;16;37;8
subtraction;11;1;54;22;54;11
six;3;2;18;6;36;6
daughters;9;1;45;18;45;9
seven;5;2;23;10;46;10
sons;4;1;18;8;18;4
thoroughly;10;1;53;20;53;10
disgusting;10;1;54;20;54;10
sign;4;1;21;8;21;4
withdrawal;10;1;52;20;52;10
slip;4;1;23;8;23;4
relations;9;1;39;18;39;9
strained;8;1;35;16;35;8
minimum;7;1;39;14;39;7
amount;6;1;28;12;28;6
traditional;11;1;49;22;49;11
dress;5;1;24;10;24;5
aspirations;11;1;51;22;51;11
medieval;8;1;41;16;41;8
times;5;2;22;10;44;10
security;8;1;41;16;41;8
eight;5;1;23;10;23;5
thousand;8;1;38;16;38;8
winners;7;1;33;14;33;7
losers;6;1;28;12;28;6
voters;6;1;28;12;28;6
turfed;6;1;30;12;30;6
him;3;1;16;6;16;3
pay;3;1;18;6;18;3
mortgage;8;1;39;16;39;8
collapse;8;1;41;16;41;8
roman;5;1;23;10;23;5
empire;6;1;29;12;29;6
spectacular;11;1;56;22;56;11
explosion;9;1;46;18;46;9
keep;4;4;21;8;84;16
receipts;8;1;37;16;37;8
expenses;8;1;38;16;38;8
assault;7;1;34;14;34;7
months;6;1;27;12;27;6
priorities;10;1;47;20;47;10
order;5;1;23;10;23;5
traveling;9;3;45;18;135;27
requires;8;1;42;16;42;8
fuel;4;2;22;8;44;8
longer;6;1;29;12;29;6
football;8;1;41;16;41;8
field;5;1;26;10;26;5
joke;4;1;24;8;24;4
deserves;8;2;38;16;76;16
laugh;5;1;29;10;29;5
union;5;1;24;10;24;5
strike;6;2;29;12;58;12
mix;3;1;19;6;19;3
religion;8;1;39;16;39;8
politics;8;1;41;16;41;8
interactions;12;1;51;24;51;12
between;7;1;31;14;31;7
men;3;1;13;6;13;3
women;5;1;24;10;24;5
such;4;1;23;8;23;4
silly;5;3;29;10;87;15
sunny;5;1;27;10;27;5
tomorrow;8;2;38;16;76;16
psychiatrist;12;1;60;24;60;12
doctor;6;2;28;12;56;12
appointment;11;1;50;22;50;11
machine;7;1;33;14;33;7
broken;6;2;32;12;64;12
players;7;1;37;14;37;7
know;4;2;23;8;46;8
rules;5;1;26;10;26;5
friend;6;1;29;12;29;6
would;5;2;30;10;60;10
february;8;1;45;16;45;8
extra;5;1;23;10;23;5
books;5;2;29;10;58;10
construction;12;1;56;24;56;12
called;6;1;31;12;31;6
odd;3;1;16;6;16;3
feeling;7;1;34;14;34;7
complete;8;1;38;16;38;8
exasperation;12;1;55;24;55;12
redouble;8;1;42;16;42;8
efforts;7;1;32;14;32;7
kissing;7;1;39;14;39;7
agreement;9;1;38;18;38;9
rife;4;1;19;8;19;4
problems;8;1;44;16;44;8
vote;4;1;18;8;18;4
according;9;1;47;18;47;9
conscience;10;1;46;20;46;10
favourite;9;1;45;18;45;9
sport;5;1;24;10;24;5
racketball;10;1;53;20;53;10
sad;3;1;15;6;15;3
hear;4;1;17;8;17;4
news;4;2;19;8;38;8
gun;3;2;18;6;36;6
discharged;10;1;52;20;52;10
accident;8;2;37;16;74;16
poorest;7;1;31;14;31;7
nations;7;1;29;14;29;7
algorithm;9;1;45;18;45;9
presentation;12;1;50;24;50;12
inspiring;9;1;47;18;47;9
land;4;1;20;8;20;4
owned;5;1;24;10;24;5
government;10;1;47;20;47;10
burglars;8;1;47;16;47;8
their;5;4;21;10;84;20
business;8;1;42;16;42;8
card;4;1;21;8;21;4
fire;4;2;19;8;38;8
blazed;6;1;36;12;36;6
diplomacy;9;1;51;18;51;9
does;4;3;18;8;54;12
confidential;12;1;56;24;56;12
rationale;9;1;38;18;38;9
behind;6;1;31;12;31;6
decision;8;1;38;16;38;8
cat;3;1;13;6;13;3
pleasant;8;1;36;16;36;8
temperament;11;1;47;22;47;11
housekeeper;11;1;53;22;53;11
thorough;8;1;40;16;40;8
majesty;7;1;37;14;37;7
visited;7;1;35;14;35;7
handicapped;11;1;57;22;57;11
persons;7;1;33;14;33;7
need;4;2;16;8;32;8
consideration;13;1;58;26;58;13
barracks;8;1;45;16;45;8
enough;6;2;30;12;60;12
sing;4;1;21;8;21;4
gospel;6;1;32;12;32;6
blues;5;1;29;10;29;5
underwent;9;1;42;18;42;9
triple;6;1;29;12;29;6
bypass;6;1;36;12;36;6
surgery;7;1;39;14;39;7
hopes;5;1;24;10;24;5
peering;7;1;34;14;34;7
small;5;2;27;10;54;10
hole;4;1;18;8;18;4
rapidly;7;1;40;14;40;7
running;7;1;36;14;36;7
short;5;1;22;10;22;5
concentrate;11;1;45;22;45;11
give;4;1;23;8;23;4
spoonful;8;1;43;16;43;8
or;2;2;9;4;18;4
cups;4;1;25;8;25;4
says;4;1;21;8;21;4
companies;9;1;44;18;44;9
announce;8;1;36;16;36;8
merger;6;1;29;12;29;6
electric;8;1;37;16;37;8
cars;4;2;20;8;40;8
cells;5;1;26;10;26;5
plug;4;1;27;8;27;4
socket;6;1;29;12;29;6
avoided;7;1;36;14;36;7
sunset;6;1;27;12;27;6
dine;4;1;18;8;18;4
weekends;8;1;39;16;39;8
aboard;6;1;31;12;31;6
ship;4;1;22;8;22;4
leaving;7;1;37;14;37;7
monitored;9;1;40;18;40;9
daily;5;1;28;10;28;5
astonishment;12;1;51;24;51;12
scratch;7;1;34;14;34;7
tabletop;8;1;38;16;38;8
salesmen;8;1;36;16;36;8
quota;5;1;27;10;27;5
saving;6;1;33;12;33;6
child;5;1;28;10;28;5
heroic;6;1;28;12;28;6
granite;7;1;31;14;31;7
hardest;7;2;31;14;62;14
rocks;5;1;28;10;28;5
offenders;9;1;42;18;42;9
justice;7;1;38;14;38;7
saturday;8;1;41;16;41;8
folds;5;1;27;10;27;5
