word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
love ;5;3;34;10;102;15
makes ;6;3;35;12;105;18
midnight ;9;3;50;18;150;27
month ;6;3;34;12;102;18
most ;5;3;32;10;96;15
movie ;6;3;39;12;117;18
music ;6;3;36;12;108;18
new ;4;3;24;8;72;12
nothing ;8;3;42;16;126;24
off ;4;3;27;8;81;12
only ;5;3;32;10;96;15
parking ;8;3;46;16;138;24
questions ;10;3;57;20;171;30
rain ;5;3;26;10;78;15
sharp ;6;3;32;12;96;18
silly ;6;3;39;12;117;18
smart ;6;3;37;12;111;18
takes ;6;3;33;12;99;18
they ;5;3;31;10;93;15
thing ;6;3;33;12;99;18
three ;6;3;37;12;111;18
took ;5;3;30;10;90;15
traveling ;10;3;61;20;183;30
two ;4;3;25;8;75;12
us ;3;3;20;6;60;9
walk ;5;3;29;10;87;15
watch ;6;3;29;12;87;18
watched ;8;3;40;16;120;24
win ;4;3;22;8;66;12
words ;6;3;37;12;111;18
wrong ;6;3;39;12;117;18
accident ;9;2;43;18;86;18
agree ;6;2;38;12;76;12
ask ;4;2;21;8;42;8
asked ;6;2;32;12;64;12
away ;5;2;26;10;52;10
bank ;5;2;23;10;46;10
beautiful ;10;2;57;20;114;20
best ;5;2;28;10;56;10
books ;6;2;32;12;64;12
boring ;7;2;40;14;80;14
bring ;6;2;35;12;70;12
broken ;7;2;40;14;80;14
bus ;4;2;23;8;46;8
busy ;5;2;31;10;62;10
camera ;7;2;38;14;76;14
car ;4;2;22;8;44;8
cards ;6;2;32;12;64;12
care ;5;2;28;10;56;10
carpet ;7;2;40;14;80;14
cars ;5;2;27;10;54;10
chocolate ;10;2;50;20;100;20
coming ;7;2;41;14;82;14
communicate ;12;2;66;24;132;24
connected ;10;2;52;20;104;20
cookies ;8;2;43;16;86;16
country ;8;2;50;16;100;16
court ;6;2;38;12;76;12
cream ;6;2;36;12;72;12
crime ;6;2;38;12;76;12
deserves ;9;2;57;18;114;18
doctor ;7;2;41;14;82;14
doors ;6;2;36;12;72;12
double ;7;2;41;14;82;14
drink ;6;2;35;12;70;12
drive ;6;2;39;12;78;12
dry ;4;2;29;8;58;8
east ;5;2;27;10;54;10
else ;5;2;32;10;64;10
enjoy ;6;2;36;12;72;12
enough ;7;2;41;14;82;14
entire ;7;2;42;14;84;14
environment ;12;2;71;24;142;24
everyone ;9;2;59;18;118;18
exchange ;9;2;48;18;96;18
exercise ;9;2;54;18;108;18
experience ;11;2;65;22;130;22
facts ;6;2;32;12;64;12
fax ;4;2;24;8;48;8
feel ;5;2;34;10;68;10
find ;5;2;28;10;56;10
fire ;5;2;33;10;66;10
fit ;4;2;25;8;50;8
five ;5;2;33;10;66;10
found ;6;2;36;12;72;12
four ;5;2;35;10;70;10
fox ;4;2;27;8;54;8
fuel ;5;2;35;10;70;10
gas ;4;2;23;8;46;8
gets ;5;2;33;10;66;10
getting ;8;2;50;16;100;16
glasses ;8;2;46;16;92;16
gun ;4;2;27;8;54;8
had ;4;2;18;8;36;8
hair ;5;2;25;10;50;10
hardest ;8;2;43;16;86;16
head ;5;2;24;10;48;10
his ;4;2;20;8;40;8
immediately ;12;2;72;24;144;24
information ;12;2;65;24;130;24
job ;4;2;21;8;42;8
join ;5;2;26;10;52;10
jumping ;8;2;50;16;100;16
know ;5;2;29;10;58;10
largest ;8;2;50;16;100;16
learn ;6;2;35;12;70;12
levee ;6;2;41;12;82;12
life ;5;2;32;10;64;10
light ;6;2;36;12;72;12
listen ;7;2;40;14;80;14
locked ;7;2;41;14;82;14
look ;5;2;31;10;62;10
looks ;6;2;36;12;72;12
loose ;6;2;36;12;72;12
made ;5;2;29;10;58;10
man ;4;2;22;8;44;8
means ;6;2;33;12;66;12
meet ;5;2;34;10;68;10
meeting ;8;2;50;16;100;16
mind ;5;2;29;10;58;10
monkey ;7;2;45;14;90;14
monthly ;8;2;49;16;98;16
need ;5;2;29;10;58;10
needs ;6;2;34;12;68;12
news ;5;2;29;10;58;10
nose ;5;2;28;10;56;10
objects ;8;2;42;16;84;16
or ;3;2;21;6;42;6
organization ;13;2;67;26;134;26
over ;5;2;35;10;70;10
people ;7;2;44;14;88;14
place ;6;2;33;12;66;12
put ;4;2;27;8;54;8
quick ;6;2;36;12;72;12
reading ;8;2;45;16;90;16
red ;4;2;27;8;54;8
registered ;11;2;70;22;140;22
response ;9;2;53;18;106;18
right ;6;2;37;12;74;12
rises ;6;2;36;12;72;12
risk ;5;2;31;10;62;10
round ;6;2;37;12;74;12
run ;4;2;27;8;54;8
say ;4;2;23;8;46;8
sent ;5;2;29;10;58;10
seven ;6;2;37;12;74;12
she ;4;2;22;8;44;8
shop ;5;2;27;10;54;10
shopping ;9;2;49;18;98;18
six ;4;2;24;8;48;8
small ;6;2;37;12;74;12
someone ;8;2;47;16;94;16
speed ;6;2;36;12;72;12
spill ;6;2;37;12;74;12
sprawling ;10;2;58;20;116;20
staying ;8;2;45;16;90;16
still ;6;2;37;12;74;12
strike ;7;2;43;14;86;14
stuck ;6;2;36;12;72;12
subject ;8;2;44;16;88;16
system ;7;2;46;14;92;14
team ;5;2;30;10;60;10
ten ;4;2;24;8;48;8
these ;6;2;34;12;68;12
things ;7;2;38;14;76;14
think ;6;2;31;12;62;12
tickets ;8;2;45;16;90;16
tie ;4;2;24;8;48;8
times ;6;2;37;12;74;12
tomorrow ;9;2;59;18;118;18
tonight ;8;2;44;16;88;16
try ;4;2;30;8;60;8
visit ;6;2;35;12;70;12
wants ;6;2;31;12;62;12
warm ;5;2;32;10;64;10
wearing ;8;2;46;16;92;16
wears ;6;2;35;12;70;12
weekend ;8;2;47;16;94;16
were ;5;2;34;10;68;10
when ;5;2;27;10;54;10
wind ;5;2;27;10;54;10
window ;7;2;38;14;76;14
without ;8;2;45;16;90;16
world ;6;2;39;12;78;12
would ;6;2;38;12;76;12
yard ;5;2;31;10;62;10
zero ;5;2;34;10;68;10
abandoned ;10;1;44;20;44;10
aboard ;7;1;33;14;33;7
accept ;7;1;36;14;36;7
acceptance ;11;1;52;22;52;11
accompanied ;12;1;58;24;58;12
according ;10;1;52;20;52;10
account ;8;1;40;16;40;8
acutely ;8;1;48;16;48;8
addition ;9;1;43;18;43;9
adult ;6;1;35;12;35;6
advance ;8;1;39;16;39;8
afraid ;7;1;36;14;36;7
after ;6;1;37;12;37;6
again ;6;1;28;12;28;6
ages ;5;1;29;10;29;5
agreement ;10;1;62;20;62;10
ahead ;6;1;26;12;26;6
airport ;8;1;47;16;47;8
algorithm ;10;1;59;20;59;10
allergic ;9;1;54;18;54;9
alligator ;10;1;57;20;57;10
allotted ;9;1;52;18;52;9
almost ;7;1;41;14;41;7
amazing ;8;1;43;16;43;8
amount ;7;1;40;14;40;7
animal ;7;1;35;14;35;7
anniversary ;12;1;67;24;67;12
announce ;9;1;44;18;44;9
answered ;9;1;50;18;50;9
any ;4;1;22;8;22;4
anymore ;8;1;49;16;49;8
anything ;9;1;47;18;47;9
apartments ;11;1;61;22;61;11
appears ;8;1;43;16;43;8
apple ;6;1;35;12;35;6
appointment ;12;1;65;24;65;12
arguing ;8;1;49;16;49;8
around ;7;1;39;14;39;7
as ;3;1;15;6;15;3
aspirations ;12;1;59;24;59;12
assault ;8;1;42;16;42;8
assignment ;11;1;60;22;60;11
astonishment ;13;1;66;26;66;13
ate ;4;1;22;8;22;4
athletes ;9;1;49;18;49;9
avoided ;8;1;43;16;43;8
aware ;6;1;32;12;32;6
back ;5;1;23;10;23;5
baking ;7;1;35;14;35;7
balance ;8;1;36;16;36;8
ball ;5;1;27;10;27;5
baloney ;8;1;43;16;43;8
bare ;5;1;27;10;27;5
baroque ;8;1;46;16;46;8
barracks ;9;1;46;18;46;9
bases ;6;1;29;12;29;6
bath ;5;1;22;10;22;5
bathroom ;9;1;48;18;48;9
batman ;7;1;33;14;33;7
battles ;8;1;43;16;43;8
bears ;6;1;32;12;32;6
been ;5;1;27;10;27;5
beer ;5;1;31;10;31;5
bees ;5;1;28;10;28;5
beginning ;10;1;53;20;53;10
behind ;7;1;33;14;33;7
believe ;8;1;48;16;48;8
benign ;7;1;37;14;37;7
between ;8;1;45;16;45;8
beware ;7;1;39;14;39;7
biggest ;8;1;48;16;48;8
bike ;5;1;27;10;27;5
bill ;5;1;29;10;29;5
bills ;6;1;34;12;34;6
bird ;5;1;28;10;28;5
birth ;6;1;32;12;32;6
birthday ;9;1;47;18;47;9
bite ;5;1;27;10;27;5
bites ;6;1;32;12;32;6
blast ;6;1;31;12;31;6
blazed ;7;1;38;14;38;7
blazing ;8;1;43;16;43;8
blocked ;8;1;44;16;44;8
bloodshed ;10;1;52;20;52;10
blow ;5;1;29;10;29;5
blues ;6;1;36;12;36;6
borrower ;9;1;57;18;57;9
boss ;5;1;26;10;26;5
boys ;5;1;29;10;29;5
break ;6;1;33;12;33;6
breaks ;7;1;38;14;38;7
breathing ;10;1;52;20;52;10
broke ;6;1;36;12;36;6
brown ;6;1;34;12;34;6
browser ;8;1;49;16;49;8
buckle ;7;1;41;14;41;7
bullet ;7;1;44;14;44;7
burglars ;9;1;56;18;56;9
buried ;7;1;41;14;41;7
business ;9;1;47;18;47;9
bypass ;7;1;37;14;37;7
cake ;5;1;26;10;26;5
call ;5;1;28;10;28;5
called ;7;1;39;14;39;7
camping ;8;1;44;16;44;8
canada ;7;1;27;14;27;7
cancer ;7;1;36;14;36;7
cape ;5;1;26;10;26;5
capital ;8;1;39;16;39;8
capitalist ;11;1;54;22;54;11
card ;5;1;27;10;27;5
careless ;9;1;51;18;51;9
cares ;6;1;33;12;33;6
cat ;4;1;20;8;20;4
cells ;6;1;37;12;37;6
century ;8;1;51;16;51;8
challenged ;11;1;60;22;60;11
chamber ;8;1;42;16;42;8
chancellor ;11;1;58;22;58;11
changed ;8;1;40;16;40;8
checks ;7;1;36;14;36;7
cheese ;7;1;38;14;38;7
chemical ;9;1;46;18;46;9
chemistry ;10;1;60;20;60;10
chevy ;6;1;37;12;37;6
child ;6;1;31;12;31;6
children ;9;1;49;18;49;9
chills ;7;1;38;14;38;7
chlorine ;9;1;49;18;49;9
circumstances ;14;1;75;28;75;14
city ;5;1;30;10;30;5
classical ;10;1;48;20;48;10
claus ;6;1;33;12;33;6
close ;6;1;35;12;35;6
closed ;7;1;40;14;40;7
coalition ;10;1;49;20;49;10
cold ;5;1;29;10;29;5
collapse ;9;1;50;18;50;9
comment ;8;1;49;16;49;8
committed ;10;1;60;20;60;10
companies ;10;1;52;20;52;10
complaints ;11;1;59;22;59;11
complete ;9;1;56;18;56;9
completely ;11;1;71;22;71;11
concentrate ;12;1;63;24;63;12
conferences ;12;1;67;24;67;12
confidential ;13;1;66;26;66;13
conscience ;11;1;54;22;54;11
consequences ;13;1;71;26;71;13
consideration ;14;1;70;28;70;14
construction ;13;1;70;26;70;13
contest ;8;1;44;16;44;8
contrast ;9;1;48;18;48;9
cooled ;7;1;40;14;40;7
coronation ;11;1;55;22;55;11
correct ;8;1;49;16;49;8
correction ;11;1;62;22;62;11
cottage ;8;1;45;16;45;8
cotton ;7;1;38;14;38;7
coupon ;7;1;39;14;39;7
course ;7;1;43;14;43;7
courts ;7;1;43;14;43;7
cover ;6;1;39;12;39;6
crowded ;8;1;47;16;47;8
crown ;6;1;35;12;35;6
cups ;5;1;30;10;30;5
curve ;6;1;41;12;41;6
custody ;8;1;48;16;48;8
cut ;4;1;25;8;25;4
daily ;6;1;34;12;34;6
daring ;7;1;39;14;39;7
dashing ;8;1;39;16;39;8
date ;5;1;27;10;27;5
daughters ;10;1;58;20;58;10
decision ;9;1;45;18;45;9
decisions ;10;1;50;20;50;10
deed ;5;1;30;10;30;5
delivery ;9;1;60;18;60;9
denial ;7;1;36;14;36;7
department ;11;1;65;22;65;11
depot ;6;1;36;12;36;6
desired ;8;1;47;16;47;8
destruction ;12;1;68;24;68;12
details ;8;1;43;16;43;8
detector ;9;1;54;18;54;9
dewdrop ;8;1;49;16;49;8
diction ;8;1;40;16;40;8
dine ;5;1;27;10;27;5
dinosaurs ;10;1;53;20;53;10
diplomacy ;10;1;57;20;57;10
dipped ;7;1;40;14;40;7
direction ;10;1;54;20;54;10
disaster ;9;1;49;18;49;9
discharged ;11;1;58;22;58;11
discouraging ;13;1;72;26;72;13
discovering ;12;1;69;24;69;12
discreet ;9;1;52;18;52;9
disgusting ;11;1;64;22;64;11
disturbance ;12;1;62;24;62;12
dolphins ;9;1;47;18;47;9
door ;5;1;31;10;31;5
dormitory ;10;1;65;20;65;10
dow ;4;1;24;8;24;4
down ;5;1;28;10;28;5
dream ;6;1;37;12;37;6
dreamers ;9;1;56;18;56;9
dreams ;7;1;42;14;42;7
dress ;6;1;37;12;37;6
drivers ;8;1;52;16;52;8
driveways ;10;1;60;20;60;10
driving ;8;1;49;16;49;8
drove ;6;1;40;12;40;6
duck ;5;1;30;10;30;5
due ;4;1;26;8;26;4
each ;5;1;23;10;23;5
early ;6;1;39;12;39;6
earth ;6;1;33;12;33;6
easy ;5;1;29;10;29;5
eat ;4;1;22;8;22;4
economy ;8;1;48;16;48;8
edition ;8;1;42;16;42;8
education ;10;1;51;20;51;10
efforts ;8;1;52;16;52;8
ego ;4;1;27;8;27;4
eight ;6;1;35;12;35;6
elections ;10;1;55;20;55;10
electric ;9;1;53;18;53;9
electrical ;11;1;62;22;62;11
elephants ;10;1;53;20;53;10
elevator ;9;1;56;18;56;9
email ;6;1;35;12;35;6
empire ;7;1;46;14;46;7
employee ;9;1;60;18;60;9
encouragement ;14;1;82;28;82;14
end ;4;1;23;8;23;4
engine ;7;1;40;14;40;7
enlarged ;9;1;54;18;54;9
enter ;6;1;38;12;38;6
equation ;9;1;49;18;49;9
etiquette ;10;1;62;20;62;10
evening ;8;1;48;16;48;8
eventually ;11;1;69;22;69;11
ever ;5;1;36;10;36;5
everybody ;10;1;65;20;65;10
everyday ;9;1;59;18;59;9
everywhere ;11;1;73;22;73;11
exam ;5;1;31;10;31;5
example ;8;1;50;16;50;8
exasperation ;13;1;69;26;69;13
exceed ;7;1;42;14;42;7
excellent ;10;1;61;20;61;10
excited ;8;1;46;16;46;8
exciting ;9;1;51;18;51;9
expectancy ;11;1;61;22;61;11
expenses ;9;1;53;18;53;9
explosion ;10;1;57;20;57;10
express ;8;1;51;16;51;8
extinct ;8;1;45;16;45;8
extra ;6;1;37;12;37;6
face ;5;1;27;10;27;5
failure ;8;1;49;16;49;8
fall ;5;1;31;10;31;5
falling ;8;1;47;16;47;8
fans ;5;1;26;10;26;5
fast ;5;1;28;10;28;5
favourite ;10;1;61;20;61;10
february ;9;1;57;18;57;9
feeling ;8;1;50;16;50;8
fell ;5;1;35;10;35;5
few ;4;1;27;8;27;4
field ;6;1;37;12;37;6
figure ;7;1;48;14;48;7
file ;5;1;32;10;32;5
finer ;6;1;37;12;37;6
fingers ;8;1;50;16;50;8
fish ;5;1;27;10;27;5
flashing ;9;1;48;18;48;9
flat ;5;1;30;10;30;5
flavored ;9;1;56;18;56;9
flying ;7;1;46;14;46;7
fog ;4;1;28;8;28;4
folds ;6;1;37;12;37;6
follow ;7;1;45;14;45;7
football ;9;1;50;18;50;9
forest ;7;1;45;14;45;7
forever ;8;1;56;16;56;8
forward ;8;1;49;16;49;8
fourth ;7;1;44;14;44;7
free ;5;1;35;10;35;5
frequently ;11;1;74;22;74;11
freud ;6;1;41;12;41;6
friend ;7;1;42;14;42;7
friendly ;9;1;57;18;57;9
front ;6;1;38;12;38;6
fudge ;6;1;41;12;41;6
full ;5;1;36;10;36;5
fully ;6;1;44;12;44;6
fun ;4;1;26;8;26;4
futile ;7;1;45;14;45;7
gallery ;8;1;54;16;54;8
gamblers ;9;1;55;18;55;9
game ;5;1;32;10;32;5
gap ;4;1;24;8;24;4
garbage ;8;1;45;16;45;8
gel ;4;1;29;8;29;4
generation ;11;1;61;22;61;11
give ;5;1;34;10;34;5
gives ;6;1;39;12;39;6
glance ;7;1;39;14;39;7
goes ;5;1;32;10;32;5
going ;6;1;37;12;37;6
goldilocks ;11;1;64;22;64;11
golfers ;8;1;54;16;54;8
gospel ;7;1;45;14;45;7
got ;4;1;27;8;27;4
government ;11;1;71;22;71;11
governments ;12;1;76;24;76;12
granite ;8;1;46;16;46;8
greasy ;7;1;45;14;45;7
great ;6;1;38;12;38;6
grocery ;8;1;55;16;55;8
grow ;5;1;35;10;35;5
growing ;8;1;51;16;51;8
guidelines ;11;1;64;22;64;11
hamburger ;10;1;61;20;61;10
hand ;5;1;22;10;22;5
handicapped ;12;1;55;24;55;12
handle ;7;1;35;14;35;7
handled ;8;1;40;16;40;8
hands ;6;1;27;12;27;6
hate ;5;1;25;10;25;5
having ;7;1;37;14;37;7
healthy ;8;1;43;16;43;8
hear ;5;1;27;10;27;5
heat ;5;1;25;10;25;5
heck ;5;1;27;10;27;5
helps ;6;1;35;12;35;6
here ;5;1;31;10;31;5
heroic ;7;1;38;14;38;7
higher ;7;1;40;14;40;7
highway ;8;1;42;16;42;8
him ;4;1;23;8;23;4
historic ;9;1;47;18;47;9
hold ;5;1;28;10;28;5
hole ;5;1;29;10;29;5
honest ;7;1;37;14;37;7
horn ;5;1;28;10;28;5
hour ;5;1;31;10;31;5
hours ;6;1;36;12;36;6
housekeeper ;12;1;72;24;72;12
how ;4;1;22;8;22;4
ice ;4;1;22;8;22;4
ides ;5;1;28;10;28;5
idiot ;6;1;32;12;32;6
imagination ;12;1;59;24;59;12
increased ;10;1;52;20;52;10
index ;6;1;34;12;34;6
indication ;11;1;50;22;50;11
inefficient ;12;1;64;24;64;12
injustice ;10;1;53;20;53;10
inspiring ;10;1;55;20;55;10
insulation ;11;1;56;22;56;11
insurance ;10;1;52;20;52;10
interactions ;13;1;66;26;66;13
interesting ;12;1;69;24;69;12
interface ;10;1;55;20;55;10
investigate ;12;1;67;24;67;12
irregular ;10;1;66;20;66;10
jammed ;7;1;42;14;42;7
jedi ;5;1;28;10;28;5
jewels ;7;1;43;14;43;7
jobs ;5;1;26;10;26;5
joke ;5;1;30;10;30;5
jones ;6;1;33;12;33;6
judges ;7;1;44;14;44;7
jumped ;7;1;45;14;45;7
justice ;8;1;45;16;45;8
keeps ;6;1;37;12;37;6
kids ;5;1;28;10;28;5
killer ;7;1;46;14;46;7
king ;5;1;30;10;30;5
kissing ;8;1;44;16;44;8
knee ;5;1;30;10;30;5
knees ;6;1;35;12;35;6
knocking ;9;1;49;18;49;9
labour ;7;1;40;14;40;7
lagoon ;7;1;39;14;39;7
lamb ;5;1;28;10;28;5
land ;5;1;26;10;26;5
laser ;6;1;36;12;36;6
last ;5;1;28;10;28;5
later ;6;1;37;12;37;6
laugh ;6;1;35;12;35;6
laundry ;8;1;49;16;49;8
lavatory ;9;1;54;18;54;9
leap ;5;1;29;10;29;5
learning ;9;1;51;18;51;9
leather ;8;1;46;16;46;8
leaving ;8;1;47;16;47;8
left ;5;1;34;10;34;5
lender ;7;1;44;14;44;7
lens ;5;1;30;10;30;5
lesson ;7;1;40;14;40;7
letters ;8;1;52;16;52;8
liar ;5;1;29;10;29;5
limit ;6;1;37;12;37;6
limited ;8;1;48;16;48;8
line ;5;1;29;10;29;5
living ;7;1;43;14;43;7
location ;9;1;45;18;45;9
long ;5;1;32;10;32;5
longer ;7;1;46;14;46;7
looses ;7;1;41;14;41;7
losers ;7;1;44;14;44;7
lost ;5;1;31;10;31;5
lottery ;8;1;54;16;54;8
loudly ;7;1;47;14;47;7
lovely ;7;1;49;14;49;7
low ;4;1;26;8;26;4
luckily ;8;1;51;16;51;8
lunch ;6;1;33;12;33;6
lydia ;6;1;34;12;34;6
machine ;8;1;39;16;39;8
machinery ;10;1;55;20;55;10
mail ;5;1;29;10;29;5
majesty ;8;1;48;16;48;8
makeup ;7;1;43;14;43;7
march ;6;1;33;12;33;6
mary ;5;1;34;10;34;5
mask ;5;1;29;10;29;5
maternity ;10;1;60;20;60;10
maximum ;8;1;52;16;52;8
medieval ;9;1;54;18;54;9
men ;4;1;26;8;26;4
merger ;7;1;52;14;52;7
met ;4;1;28;8;28;4
meter ;6;1;42;12;42;6
mice ;5;1;30;10;30;5
microscopes ;12;1;68;24;68;12
might ;6;1;37;12;37;6
mightier ;9;1;55;18;55;9
mine ;5;1;30;10;30;5
minimum ;8;1;51;16;51;8
minute ;7;1;43;14;43;7
missed ;7;1;41;14;41;7
mission ;8;1;43;16;43;8
mix ;4;1;27;8;27;4
moderation ;11;1;61;22;61;11
mom ;4;1;29;8;29;4
monitored ;10;1;59;20;59;10
months ;7;1;39;14;39;7
mortgage ;9;1;59;18;59;9
mother ;7;1;44;14;44;7
motivational ;13;1;69;26;69;13
murder ;7;1;50;14;50;7
mystery ;8;1;57;16;57;8
nasty ;6;1;33;12;33;6
nations ;8;1;38;16;38;8
near ;5;1;28;10;28;5
nearby ;7;1;39;14;39;7
needed ;7;1;40;14;40;7
neither ;8;1;45;16;45;8
nervous ;8;1;51;16;51;8
nice ;5;1;26;10;26;5
night ;6;1;33;12;33;6
nobody ;7;1;38;14;38;7
non ;4;1;21;8;21;4
noon ;5;1;26;10;26;5
nor ;4;1;25;8;25;4
note ;5;1;29;10;29;5
now ;4;1;23;8;23;4
number ;7;1;44;14;44;7
nutty ;6;1;39;12;39;6
obey ;5;1;30;10;30;5
objective ;10;1;55;20;55;10
obligations ;12;1;61;24;61;12
observation ;12;1;64;24;64;12
occasional ;11;1;50;22;50;11
occur ;6;1;36;12;36;6
oceans ;7;1;34;14;34;7
odd ;4;1;23;8;23;4
offenders ;10;1;61;20;61;10
offends ;8;1;47;16;47;8
offensive ;10;1;60;20;60;10
offer ;6;1;41;12;41;6
oil ;4;1;24;8;24;4
ok ;3;1;19;6;19;3
old ;4;1;25;8;25;4
olympic ;8;1;50;16;50;8
opera ;6;1;35;12;35;6
opposing ;9;1;51;18;51;9
order ;6;1;40;12;40;6
ordered ;8;1;51;16;51;8
organize ;9;1;52;18;52;9
overdrawn ;10;1;60;20;60;10
owned ;6;1;34;12;34;6
paid ;5;1;25;10;25;5
paintings ;10;1;51;20;51;10
panel ;6;1;33;12;33;6
park ;5;1;30;10;30;5
parkways ;9;1;51;18;51;9
parties ;8;1;45;16;45;8
parts ;6;1;35;12;35;6
party ;6;1;38;12;38;6
patio ;6;1;31;12;31;6
pay ;4;1;24;8;24;4
peanuts ;8;1;44;16;44;8
peek ;5;1;32;10;32;5
peering ;8;1;50;16;50;8
pen ;4;1;24;8;24;4
penalty ;8;1;47;16;47;8
period ;7;1;42;14;42;7
persistent ;11;1;64;22;64;11
person ;7;1;42;14;42;7
personal ;9;1;51;18;51;9
persons ;8;1;47;16;47;8
phenomenon ;11;1;59;22;59;11
photographs ;12;1;65;24;65;12
phrases ;8;1;43;16;43;8
physics ;8;1;43;16;43;8
picket ;7;1;40;14;40;7
picture ;8;1;49;16;49;8
pies ;5;1;29;10;29;5
pig ;4;1;26;8;26;4
pile ;5;1;31;10;31;5
pimp ;5;1;32;10;32;5
pizza ;6;1;34;12;34;6
played ;7;1;42;14;42;7
players ;8;1;50;16;50;8
playing ;8;1;47;16;47;8
pleasant ;9;1;46;18;46;9
plug ;5;1;36;10;36;5
poisonous ;10;1;54;20;54;10
political ;10;1;53;20;53;10
politics ;9;1;49;18;49;9
poorest ;8;1;49;16;49;8
popularity ;11;1;67;22;67;11
population ;11;1;60;22;60;11
postal ;7;1;39;14;39;7
powder ;7;1;44;14;44;7
power ;6;1;39;12;39;6
prayer ;7;1;46;14;46;7
precautions ;12;1;65;24;65;12
predictable ;12;1;65;24;65;12
prefer ;7;1;49;14;49;7
preferred ;10;1;68;20;68;10
prepare ;8;1;50;16;50;8
prescription ;13;1;74;26;74;13
presence ;9;1;53;18;53;9
presentation ;13;1;70;26;70;13
presidential ;13;1;71;26;71;13
presidents ;11;1;63;22;63;11
prevailing ;11;1;65;22;65;11
price ;6;1;36;12;36;6
printer ;8;1;50;16;50;8
priorities ;11;1;64;22;64;11
priority ;9;1;57;18;57;9
