word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
here;4;750;23;8;17250;3000
go;2;633;13;4;8229;1266
great;5;670;30;10;20100;3350
right;5;626;29;10;18154;3130
used;4;612;23;8;14076;2448
come;4;632;23;8;14536;2528
himself;7;603;40;14;24120;4221
take;4;619;20;8;12380;2476
state;5;848;25;10;21200;4240
few;3;601;19;6;11419;1803
use;3;593;18;6;10674;1779
american;8;574;38;16;21812;4592
another;7;684;34;14;23256;4788
while;5;681;26;10;17706;3405
around;6;565;31;12;17515;3390
place;5;588;25;10;14700;2940
home;4;566;22;8;12452;2264
high;4;582;18;8;10476;2328
without;7;582;37;14;21534;4074
found;5;539;28;10;15092;2695
again;5;579;20;10;11580;2895
mrs;3;534;21;6;11214;1602
small;5;554;29;10;16066;2770
thought;7;517;38;14;19646;3619
went;4;508;22;8;11176;2032
say;3;506;15;6;7590;1518
part;4;528;22;8;11616;2112
left;4;492;26;8;12792;1968
upon;4;497;22;8;10934;1988
got;3;482;19;6;9158;1446
since;5;628;23;10;14444;3140
number;6;472;36;12;16992;2832
course;6;465;35;12;16275;2790
during;6;585;36;12;21060;3510
hand;4;470;14;8;6580;1880
away;4;459;18;8;8262;1836
united;6;455;32;12;14560;2730
does;4;485;21;8;10185;1940
always;6;459;30;12;13770;2754
fact;4;447;19;8;8493;1788
water;5;456;28;10;12768;2280
school;6;514;29;12;14906;3084
states;6;438;30;12;13140;2628
every;5;491;36;10;17676;2455
until;5;462;28;10;12936;2310
less;4;445;23;8;10235;1780
head;4;433;16;8;6928;1732
enough;6;433;33;12;14289;2598
put;3;439;19;6;8341;1317
called;6;433;31;12;13423;2598
think;5;433;23;10;9959;2165
took;4;426;22;8;9372;1704
far;3;439;17;6;7463;1317
once;4;505;19;8;9595;2020
something;9;451;49;18;22099;4059
end;3;427;15;6;6405;1281
set;3;425;17;6;7225;1275
public;6;454;31;12;14074;2724
night;5;424;25;10;10600;2120
told;4;413;23;8;9499;1652
house;5;600;26;10;15600;3000
almost;6;432;33;12;14256;2592
better;6;417;35;12;14595;2502
eyes;4;408;25;8;10200;1632
going;5;404;29;10;11716;2020
system;6;419;38;12;15922;2514
find;4;400;20;8;8000;1600
knew;4;395;22;8;8690;1580
present;7;402;41;14;16482;2814
group;5;397;34;10;13498;1985
however;7;552;42;14;23184;3864
face;4;386;19;8;7334;1544
four;4;415;27;8;11205;1660
give;4;391;26;8;10166;1564
asked;5;398;24;10;9552;1990
point;5;402;25;10;10050;2010
side;4;392;20;8;7840;1568
half;4;392;19;8;7448;1568
room;4;398;26;8;10348;1592
toward;6;386;32;12;12352;2316
days;4;385;20;8;7700;1540
per;3;380;20;6;7600;1140
though;6;440;32;12;14080;2640
social;6;397;27;12;10719;2382
given;5;378;30;10;11340;1890
look;4;401;23;8;9223;1604
possible;8;374;41;16;15334;2992
program;7;392;45;14;17640;2744
important;9;375;49;18;18375;3375
large;5;377;31;10;11687;1885
john;4;366;17;8;6222;1464
business;8;396;39;16;15444;3168
looked;6;367;34;12;12478;2202
second;6;398;29;12;11542;2388
form;4;383;28;8;10724;1532
next;4;396;23;8;9108;1584
nothing;7;412;34;14;14008;2884
order;5;377;32;10;12064;1885
case;4;368;17;8;6256;1472
things;6;368;30;12;11040;2208
become;6;359;32;12;11488;2154
later;5;397;29;10;11513;1985
young;5;385;32;10;12320;1925
felt;4;357;26;8;9282;1428
ever;4;365;28;8;10220;1460
rather;6;373;33;12;12309;2238
need;4;360;21;8;7560;1440
best;4;361;20;8;7220;1444
saw;3;353;13;6;4589;1059
often;5;369;28;10;10332;1845
along;5;355;26;10;9230;1775
children;8;355;41;16;14555;2840
least;5;343;26;10;8918;1715
five;4;385;25;8;9625;1540
several;7;378;42;14;15876;2646
light;5;351;28;10;9828;1755
early;5;368;31;10;11408;1840
power;5;350;31;10;10850;1750
seemed;6;333;36;12;11988;1998
war;3;491;16;6;7856;1473
thing;5;333;25;10;8325;1665
big;3;371;15;6;5565;1113
mind;4;327;21;8;6867;1308
want;4;328;18;8;5904;1312
area;4;329;18;8;5922;1316
interest;8;330;45;16;14850;2640
within;6;358;27;12;9666;2148
turned;6;322;36;12;11592;1932
door;4;321;23;8;7383;1284
help;4;326;22;8;7172;1304
among;5;369;27;10;9963;1845
family;6;339;36;12;12204;2034
open;4;332;21;8;6972;1328
done;4;319;20;8;6380;1276
u;1;315;7;2;2205;315
whole;5;318;27;10;8586;1590
problem;7;315;43;14;13545;2205
sense;5;314;26;10;8164;1570
began;5;312;23;10;7176;1560
country;7;324;42;14;13608;2268
general;7;499;41;14;20459;3493
members;7;325;44;14;14300;2275
kind;4;313;19;8;5947;1252
different;9;313;53;18;16589;2817
development;11;331;67;22;22177;3641
matter;6;309;36;12;11124;1854
york;4;305;27;8;8235;1220
certain;7;313;34;14;10642;2191
itself;6;305;35;12;10675;1830
god;3;304;18;6;5472;912
name;4;305;20;8;6100;1220
let;3;384;19;6;7296;1152
line;4;316;21;8;6636;1264
action;6;302;25;12;7550;1812
law;3;320;15;6;4800;960
human;5;302;24;10;7248;1510
others;6;323;33;12;10659;1938
means;5;310;25;10;7750;1550
example;7;292;42;14;12264;2044
hands;5;291;19;10;5529;1455
yet;3;420;20;6;8400;1260
gave;4;285;24;8;6840;1140
feet;4;284;25;8;7100;1136
above;5;301;24;10;7224;1505
government;10;426;63;20;26838;4260
past;4;283;19;8;5377;1132
taken;5;281;24;10;6744;1405
week;4;298;24;8;7152;1192
white;5;386;25;10;9650;1930
body;4;283;21;8;5943;1132
free;4;293;27;8;7911;1172
local;5;289;25;10;7225;1445
seen;4;279;21;8;5859;1116
show;4;291;19;8;5529;1164
across;6;283;29;12;8207;1698
car;3;278;14;6;3892;834
city;4;407;22;8;8954;1628
history;7;290;39;14;11310;2030
either;6;285;33;12;9405;1710
experience;10;276;57;20;15732;2760
quite;5;282;30;10;8460;1410
death;5;283;22;10;6226;1415
themselves;10;270;60;20;16200;2700
anything;8;280;39;16;10920;2240
words;5;274;29;10;7946;1370
money;5;275;31;10;8525;1375
really;6;275;38;12;10450;1650
making;6;270;32;12;8640;1620
word;4;279;24;8;6696;1116
full;4;269;28;8;7532;1076
known;5;266;25;10;6650;1330
why;3;404;17;6;6868;1212
times;5;302;29;10;8758;1510
period;6;265;34;12;9010;1590
together;8;270;48;16;12960;2160
president;9;262;50;18;13100;2358
held;4;266;21;8;5586;1064
having;6;280;29;12;8120;1680
political;9;264;45;18;11880;2376
whether;7;286;38;14;10868;2002
information;11;269;57;22;15333;2959
cannot;6;258;25;12;6450;1548
already;7;273;38;14;10374;1911
real;4;261;23;8;6003;1044
service;7;324;41;14;13284;2268
shall;5;264;24;10;6336;1320
brought;7;253;40;14;10120;1771
seems;5;259;30;10;7770;1295
question;8;259;44;16;11396;2072
tell;4;271;26;8;7046;1084
keep;4;264;24;8;6336;1056
whose;5;251;25;10;6275;1255
today;5;284;26;10;7384;1420
field;5;279;29;10;8091;1395
sure;4;269;26;8;6994;1076
ago;3;246;15;6;3690;738
behind;6;258;25;12;6450;1548
moment;6;246;37;12;9102;1476
became;6;246;29;12;7134;1476
job;3;245;13;6;3185;735
result;6;244;39;12;9516;1464
self;4;249;25;8;6225;996
boy;3;251;16;6;4016;753
cost;4;248;20;8;4960;992
heard;5;248;24;10;5952;1240
problems;8;248;48;16;11904;1984
position;8;242;39;16;9438;1936
available;9;243;41;18;9963;2187
change;6;242;27;12;6534;1452
probably;8;261;42;16;10962;2088
reason;6;241;30;12;7230;1446
run;3;246;19;6;4674;738
study;5;246;31;10;7626;1230
short;5;244;27;10;6588;1220
miss;4;237;22;8;5214;948
individual;10;241;50;20;12050;2410
special;7;252;34;14;8568;1764
areas;5;236;23;10;5428;1180
major;5;255;28;10;7140;1275
close;5;239;27;10;6453;1195
century;7;255;43;14;10965;1785
level;5;236;34;10;8024;1180
age;3;242;16;6;3872;726
class;5;273;23;10;6279;1365
wife;4;231;23;8;5313;924
seem;4;229;25;8;5725;916
clear;5;228;27;10;6156;1140
policy;6;229;34;12;7786;1374
turn;4;235;25;8;5875;940
type;4;231;26;8;6006;924
air;3;267;14;6;3738;801
front;5;231;30;10;6930;1155
am;2;228;10;4;2280;456
wanted;6;226;29;12;6554;1356
church;6;351;29;12;10179;2106
hard;4;230;18;8;4140;920
six;3;248;16;6;3968;744
economic;8;247;40;16;9880;1976
necessary;9;223;48;18;10704;2007
rate;4;222;22;8;4884;888
company;7;293;37;14;10841;2051
surface;7;223;39;14;8697;1561
love;4;237;26;8;6162;948
voice;5;226;27;10;6102;1130
control;7;233;39;14;9087;1631
true;4;233;27;8;6291;932
woman;5;226;25;10;5650;1130
top;3;223;17;6;3791;669
future;6;229;41;12;9389;1374
able;4;216;18;8;3888;864
community;9;232;54;18;12528;2088
feel;4;216;26;8;5616;864
girl;4;225;27;8;6075;900
perhaps;7;307;36;14;11052;2149
town;4;227;21;8;4767;908
child;5;218;23;10;5014;1090
effect;6;215;36;12;7740;1290
office;6;256;33;12;8448;1536
provide;7;216;42;14;9072;1512
stood;5;212;26;10;5512;1060
morning;7;214;41;14;8774;1498
national;8;374;34;16;12716;2992
tax;3;222;15;6;3330;666
total;5;213;26;10;5538;1065
common;6;225;34;12;7650;1350
washington;10;208;47;20;9776;2080
million;7;208;39;14;8112;1456
although;8;321;41;16;13161;2568
following;9;222;53;18;11766;1998
value;5;207;30;10;6210;1035
students;8;213;44;16;9372;1704
party;5;224;30;10;6720;1120
land;4;223;18;8;4014;892
low;3;217;18;6;3906;651
military;8;219;47;16;10293;1752
near;4;211;20;8;4220;844
force;5;232;30;10;6960;1160
leave;5;207;29;10;6003;1035
play;4;205;23;8;4715;820
sound;5;205;26;10;5330;1025
english;7;201;37;14;7437;1407
evidence;8;204;43;16;8772;1632
music;5;221;28;10;6188;1105
believe;7;201;40;14;8040;1407
mean;4;200;20;8;4000;800
third;5;218;26;10;5668;1090
range;5;202;28;10;5656;1010
longer;6;197;38;12;7486;1182
mother;6;221;36;12;7956;1326
cut;3;206;17;6;3502;618
plan;4;205;19;8;3895;820
process;7;197;39;14;7683;1379
situation;9;196;43;18;8428;1764
single;6;198;34;12;6732;1188
strong;6;203;36;12;7308;1218
america;7;194;34;14;6596;1358
further;7;217;45;14;9765;1519
idea;4;196;17;8;3332;784
increase;8;195;39;16;7605;1560
lines;5;198;26;10;5148;990
says;4;200;20;8;4000;800
started;7;194;38;14;7372;1358
various;7;200;39;14;7800;1400
alone;5;197;24;10;4728;985
minutes;7;196;40;14;7840;1372
personal;8;197;43;16;8471;1576
road;4;212;20;8;4240;848
society;7;237;38;14;9006;1659
dr;2;192;13;4;2496;384
living;6;201;35;12;7035;1206
outside;7;210;38;14;7980;1470
pressure;8;194;51;16;9894;1552
center;6;229;34;12;7786;1374
gone;4;196;23;8;4508;784
ground;6;193;37;12;7141;1158
kept;4;190;24;8;4560;760
schools;7;195;34;14;6630;1365
looking;7;198;39;14;7722;1386
needed;6;189;32;12;6048;1134
usually;7;206;43;14;8858;1442
months;6;189;31;12;5859;1134
private;7;193;40;14;7720;1351
west;4;187;23;8;4301;748
art;3;211;16;6;3376;633
fire;4;204;25;8;5100;816
nature;6;192;33;12;6336;1152
values;6;188;35;12;6580;1128
expected;8;187;46;16;8602;1496
stage;5;187;27;10;5049;935
basis;5;184;19;10;3496;920
south;5;183;26;10;4758;915
call;4;189;20;8;3780;756
view;4;186;24;8;4464;744
women;5;196;29;10;5684;980
book;4;203;19;8;3857;812
modern;6;200;36;12;7200;1200
greater;7;188;44;14;8272;1316
hundred;7;181;38;14;6878;1267
moved;5;181;32;10;5792;905
wrote;5;181;31;10;5611;905
conditions;10;181;46;20;8326;1810
hour;4;180;23;8;4140;720
required;8;181;51;16;9231;1448
complete;8;182;48;16;8736;1456
black;5;224;22;10;4928;1120
dark;4;193;21;8;4053;772
particular;10;179;54;20;9666;1790
return;6;180;39;12;7020;1080
soon;4;199;19;8;3781;796
attention;9;179;43;18;7697;1611
education;9;216;43;18;9288;1944
support;7;180;43;14;7740;1260
else;4;176;24;8;4224;704
hours;5;177;28;10;4956;885
late;4;181;21;8;3801;724
live;4;178;25;8;4450;712
material;8;175;43;16;7525;1400
coming;6;177;33;12;5841;1062
lost;4;174;23;8;4002;696
developed;9;174;54;18;9396;1566
person;6;177;34;12;6018;1062
board;5;241;23;10;5543;1205
except;6;181;35;12;6335;1086
followed;8;172;48;16;8256;1376
heart;5;176;25;10;4400;880
space;5;185;23;10;4255;925
added;5;172;23;10;3956;860
amount;6;171;32;12;5472;1026
costs;5;175;25;10;4375;875
feeling;7;175;42;14;7350;1225
including;9;171;47;18;8037;1539
taking;6;181;30;12;5430;1086
pay;3;172;16;6;2752;516
reached;7;170;34;14;5780;1190
story;5;175;32;10;5600;875
tried;5;170;29;10;4930;850
act;3;284;12;6;3408;852
college;7;271;43;14;11653;1897
dead;4;177;18;8;3186;708
miles;5;173;30;10;5190;865
recent;6;179;34;12;6086;1074
move;4;171;27;8;4617;684
read;4;175;21;8;3675;700
b;1;167;3;2;501;167
st;2;167;11;4;1837;334
data;4;178;15;8;2670;712
everything;10;185;61;20;11285;1850
father;6;189;32;12;6048;1134
picture;7;168;41;14;6888;1176
ten;3;184;16;6;2944;552
wide;4;169;21;8;3549;676
cold;4;176;21;8;3696;704
figure;6;209;40;12;8360;1254
shown;5;166;23;10;3818;830
simply;6;171;38;12;6498;1026
sometimes;9;222;53;18;11766;1998
equipment;9;168;54;18;9072;1512
hold;4;170;20;8;3400;680
makes;5;170;27;10;4590;850
department;10;164;57;20;9348;1640
basic;5;171;18;10;3078;855
care;4;166;20;8;3320;664
hope;4;177;20;8;3540;708
received;8;164;47;16;7708;1312
thus;4;163;21;8;3423;652
doing;5;163;26;10;4238;815
industry;8;173;47;16;8131;1384
inside;6;174;28;12;4872;1044
spirit;6;184;33;12;6072;1104
fine;4;174;21;8;3654;696
floor;5;163;32;10;5216;815
rest;4;164;25;8;4100;656
simple;6;166;36;12;5976;996
cent;4;161;20;8;3220;644
sort;4;164;24;8;3936;656
trying;6;162;38;12;6156;972
beyond;6;177;31;12;5487;1062
difficult;9;161;51;18;8211;1449
subject;7;161;36;14;5796;1127
terms;5;163;33;10;5379;815
beginning;9;164;45;18;7380;1476
getting;7;165;42;14;6930;1155
nor;3;195;17;6;3315;585
passed;6;159;29;12;4611;954
religious;9;166;54;18;8964;1494
states;6;159;30;12;4770;954
walked;6;159;32;12;5088;954
building;8;170;42;16;7140;1360
therefore;9;205;55;18;11275;1845
bring;5;158;27;10;4266;790
especially;10;162;55;20;8910;1620
paper;5;159;28;10;4452;795
england;7;155;36;14;5580;1085
higher;6;164;32;12;5248;984
written;7;156;40;14;6240;1092
natural;7;157;36;14;5652;1099
talk;4;156;21;8;3276;624
secretary;9;153;53;18;8109;1377
property;8;156;53;16;8268;1248
report;6;174;39;12;6786;1044
table;5;204;24;10;4896;1020
working;7;156;41;14;6396;1092
growth;6;156;36;12;5616;936
meeting;7;160;42;14;6720;1120
needs;5;152;26;10;3952;760
answer;6;153;31;12;4743;918
final;5;156;24;10;3744;780
hair;4;151;17;8;2567;604
hear;4;153;19;8;2907;612
likely;6;151;38;12;5738;906
twenty;6;174;36;12;6264;1044
wall;4;173;22;8;3806;692
congress;8;150;45;16;6750;1200
considered;10;151;52;20;7852;1510
stand;5;152;22;10;3344;760
entire;6;149;34;12;5066;894
friends;7;161;39;14;6279;1127
non;3;155;13;6;2015;465
purpose;7;153;43;14;6579;1071
sat;3;150;13;6;1950;450
countries;9;151;49;18;7399;1359
difference;10;148;57;20;8436;1480
forces;6;175;35;12;6125;1050
meet;4;149;26;8;3874;596
paid;4;149;17;8;2533;596
ready;5;149;29;10;4321;745
son;3;173;14;6;2422;519
thus;4;148;21;8;3108;592
william;7;147;38;14;5586;1029
cases;5;148;22;10;3256;740
happened;8;149;38;16;5662;1192
involved;8;147;47;16;6909;1176
market;6;159;36;12;5724;954
middle;6;177;35;12;6195;1062
training;8;157;40;16;6280;1256
earlier;7;148;41;14;6068;1036
lay;3;150;17;6;2550;450
month;5;146;26;10;3796;730
similar;7;157;38;14;5966;1099
step;4;147;23;8;3381;588
street;6;244;37;12;9028;1464
east;4;145;19;8;2755;580
color;5;148;29;10;4292;740
effort;6;145;39;12;5655;870
issue;5;153;27;10;4131;765
points;6;145;30;12;4350;870
christian;9;144;40;18;5760;1296
french;6;144;32;12;4608;864
north;5;144;26;10;3744;720
thinking;8;148;39;16;5772;1184
knowledge;9;145;53;18;7685;1305
letter;6;147;39;12;5733;882
lot;3;146;18;6;2628;438
production;10;149;54;20;8046;1490
sent;4;145;21;8;3045;580
size;4;143;22;8;3146;572
whom;4;145;22;8;3190;580
particularly;12;146;69;24;10074;1752
red;3;217;19;6;4123;651
results;7;148;44;14;6512;1036
c;1;141;4;2;564;141
addition;8;142;35;16;4970;1136
decided;7;141;35;14;4935;987
food;4;154;22;8;3388;616
increased;9;146;44;18;6424;1314
showed;6;141;30;12;4230;846
start;5;154;27;10;4158;770
statement;9;141;49;18;6909;1269
weeks;5;143;29;10;4147;715
kennedy;7;140;39;14;5460;980
anti;4;146;16;8;2336;584
bad;3;143;10;6;1430;429
due;3;142;18;6;2556;426
eye;3;143;20;6;2860;429
lower;5;145;32;10;4640;725
reading;7;143;37;14;5291;1001
section;7;195;34;14;6630;1365
fall;4;151;23;8;3473;604
girls;5;142;32;10;4544;710
ideas;5;143;22;10;3146;715
moral;5;142;30;10;4260;710
stock;5;148;26;10;3848;740
s;1;138;5;2;690;138
foreign;7;161;42;14;6762;1127
police;6;157;32;12;5024;942
programs;8;139;50;16;6950;1112
record;6;141;36;12;5076;846
research;8;174;42;16;7308;1392
temperature;11;143;69;22;9867;1573
degree;6;137;39;12;5343;822
directly;8;141;48;16;6768;1128
method;6;142;33;12;4686;852
peace;5;201;24;10;4824;1005
understand;10;137;52;20;7124;1370
methods;7;140;38;14;5320;980
normal;6;137;34;12;4658;822
population;10;136;52;20;7072;1360
president;9;136;50;18;6800;1224
strength;8;138;46;16;6348;1104
trade;5;145;27;10;3915;725
island;6;135;27;12;3645;810
aid;3;141;11;6;1551;423
appeared;8;135;41;16;5535;1080
concerned;9;135;46;18;6210;1215
member;6;139;39;12;5421;834
below;5;145;27;10;3915;725
comes;5;137;28;10;3836;685
deal;4;143;20;8;2860;572
nearly;6;141;35;12;4935;846
questions;9;141;49;18;6909;1269
summer;6;136;42;12;5712;816
trouble;7;137;42;14;5754;959
using;5;145;28;10;4060;725
federal;7;133;41;14;5453;931
bed;3;134;14;6;1876;402
boys;4;144;21;8;3024;576
continued;9;133;45;18;5985;1197
husband;7;133;29;14;3857;931
led;3;135;18;6;2430;405
merely;6;135;43;12;5805;810
piece;5;133;26;10;3458;665
george;6;132;41;12;5412;792
direction;9;134;46;18;6164;1206
finally;7;191;39;14;7449;1337
game;4;133;24;8;3192;532
influence;9;132;49;18;6468;1188
physical;8;139;39;16;5421;1112
ran;3;134;14;6;1876;402
soviet;6;131;34;12;4454;786
anyone;6;140;29;12;4060;840
literature;10;133;60;20;7980;1330
opened;6;131;32;12;4192;786
provided;8;131;47;16;6157;1048
suddenly;8;153;47;16;7191;1224
wrong;5;131;31;10;4061;655
actually;8;166;43;16;7138;1328
cause;5;131;24;10;3144;655
instead;7;173;32;14;5536;1211
list;4;133;22;8;2926;532
nation;6;151;25;12;3775;906
shot;4;132;19;8;2508;528
term;4;130;28;8;3640;520
average;7;132;40;14;5280;924
chance;6;131;23;12;3013;786
defense;7;170;39;14;6630;1190
former;6;131;42;12;5502;786
met;3;132;20;6;2640;396
stopped;7;129;39;14;5031;903
theory;6;130;36;12;4680;780
evening;7;133;40;14;5320;931
labor;5;158;25;10;3950;790
lead;4;129;20;8;2580;516
meaning;7;131;36;14;4716;917
myself;6;129;41;12;5289;774
services;8;139;46;16;6394;1112
try;3;140;22;6;3080;420
ways;4;130;21;8;2730;520
worked;6;128;36;12;4608;768
effective;9;128;54;18;6912;1152
forms;5;127;33;10;4191;635
groups;6;127;39;12;4953;762
sales;5;135;25;10;3375;675
j;1;126;5;2;630;126
blood;5;133;25;10;3325;665
changes;7;131;32;14;4192;917
easy;4;129;21;8;2709;516
efforts;7;128;44;14;5632;896
friend;6;134;34;12;4556;804
placed;6;126;30;12;3780;756
truth;5;128;30;10;3840;640
d;1;125;5;2;625;125
direct;6;131;33;12;4323;786
fear;4;130;23;8;2990;520
herself;7;125;42;14;5250;875
hot;3;137;14;6;1918;411
systems;7;129;43;14;5547;903
university;10;124;60;20;7440;1240
based;5;127;21;10;2667;635
carried;7;125;37;14;4625;875
charge;6;126;31;12;3906;756
manner;6;124;32;12;3968;744
movement;8;128;51;16;6528;1024
plant;5;127;25;10;3175;635
respect;7;126;41;14;5166;882
beautiful;9;127;49;18;6223;1143
earth;5;159;25;10;3975;795
indeed;6;162;30;12;4860;972
length;6;124;34;12;4216;744
performance;11;123;64;22;7872;1353
somewhat;8;127;41;16;5207;1016
approach;8;123;36;16;4428;984
couple;6;122;35;12;4270;732
freedom;7;131;45;14;5895;917
larger;6;123;39;12;4797;738
reaction;8;125;39;16;4875;1000
remember;8;138;53;16;7314;1104
series;6;130;34;12;4420;780
straight;8;123;42;16;5166;984
throughout;10;140;58;20;8120;1400
treatment;9;127;52;18;6604;1143
works;5;130;30;10;3900;650
hit;3;124;13;6;1612;372
horse;5;127;27;10;3429;635
numbers;7;125;41;14;5125;875
british;7;120;33;14;3960;840
born;4;123;20;8;2460;492
certainly;9;143;49;18;7007;1287
court;5;231;30;10;6930;1155
decision;8;120;37;16;4440;960
described;9;120;46;18;5520;1080
determined;10;120;58;20;6960;1200
feed;4;124;24;8;2976;496
image;5;121;28;10;3388;605
lived;5;122;30;10;3660;610
medical;7;164;36;14;5904;1148
opportunity;11;121;65;22;7865;1331
running;7;124;39;14;4836;868
window;6;120;30;12;3600;720
ask;3;128;13;6;1664;384
clearly;7;128;42;14;5376;896
generally;9;132;56;18;7392;1188
reported;8;119;50;16;5950;952
served;6;119;38;12;4522;714
trial;5;135;27;10;3645;675
understanding;13;121;68;26;8228;1573
europe;6;118;38;12;4484;708
character;9;119;43;18;5117;1071
nations;7;175;30;14;5250;1225
operation;9;125;46;18;5750;1125
square;6;149;35;12;5215;894
arms;4;123;23;8;2829;492
heavy;5;121;27;10;3267;605
immediately;11;123;64;22;7872;1353
quality;7;119;41;14;4879;833
responsibility;14;119;75;28;8925;1666
volume;6;137;41;12;5617;822
account;7;116;32;14;3712;812
farm;4;126;25;8;3150;504
federal;7;116;41;14;4756;812
fiscal;6;120;29;12;3480;720
forward;7;116;41;14;4756;812
international;13;154;62;26;9548;2002
learned;7;117;38;14;4446;819
persons;7;120;39;14;4680;840
planning;8;130;39;16;5070;1040
technical;9;121;40;18;4840;1089
activity;8;116;42;16;4872;928
appear;6;115;30;12;3450;690
audience;8;115;38;16;4370;920
corner;6;117;35;12;4095;702
deep;4;123;23;8;2829;492
filled;6;115;36;12;4140;690
industrial;10;144;52;20;7488;1440
