word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
away;4;2;22;8;44;8
bank;4;2;23;8;46;8
beautiful;9;2;48;18;96;18
best;4;2;18;8;36;8
books;5;2;28;10;56;10
boring;6;2;32;12;64;12
bring;5;2;28;10;56;10
broken;6;2;31;12;62;12
bus;3;2;19;6;38;6
busy;4;2;26;8;52;8
camera;6;2;28;12;56;12
car;3;2;15;6;30;6
cards;5;2;26;10;52;10
care;4;2;18;8;36;8
carpet;6;2;28;12;56;12
cars;4;2;20;8;40;8
chocolate;9;2;41;18;82;18
coming;6;2;32;12;64;12
communicate;11;2;54;22;108;22
connected;9;2;39;18;78;18
cookies;7;2;35;14;70;14
country;7;2;36;14;72;14
court;5;2;25;10;50;10
cream;5;2;24;10;48;10
crime;5;2;25;10;50;10
deserves;8;2;38;16;76;16
doctor;6;2;28;12;56;12
doors;5;2;24;10;48;10
double;6;2;33;12;66;12
drink;5;2;28;10;56;10
drive;5;2;27;10;54;10
dry;3;2;18;6;36;6
east;4;2;15;8;30;8
else;4;2;17;8;34;8
enjoy;5;2;26;10;52;10
enough;6;2;30;12;60;12
entire;6;2;23;12;46;12
environment;11;2;49;22;98;22
everyone;8;2;37;16;74;16
exchange;8;2;40;16;80;16
exercise;8;2;38;16;76;16
experience;10;2;47;20;94;20
facts;5;2;24;10;48;10
fax;3;2;18;6;36;6
feel;4;2;18;8;36;8
find;4;2;21;8;42;8
fire;4;2;19;8;38;8
fit;3;2;14;6;28;6
five;4;2;22;8;44;8
found;5;2;27;10;54;10
four;4;2;22;8;44;8
fox;3;2;18;6;36;6
fuel;4;2;22;8;44;8
gas;3;2;16;6;32;6
gets;4;2;18;8;36;8
getting;7;2;32;14;64;14
glasses;7;2;35;14;70;14
gun;3;2;18;6;36;6
had;3;2;15;6;30;6
hair;4;2;19;8;38;8
hardest;7;2;31;14;62;14
head;4;2;18;8;36;8
his;3;2;15;6;30;6
immediately;11;2;54;22;108;22
information;11;2;50;22;100;22
job;3;2;19;6;38;6
join;4;2;21;8;42;8
jumping;7;2;44;14;88;14
know;4;2;23;8;46;8
largest;7;2;33;14;66;14
learn;5;2;22;10;44;10
levee;5;2;23;10;46;10
life;4;2;20;8;40;8
light;5;2;26;10;52;10
listen;6;2;26;12;52;12
locked;6;2;33;12;66;12
look;4;2;22;8;44;8
looks;5;2;27;10;54;10
loose;5;2;22;10;44;10
made;4;2;19;8;38;8
man;3;2;14;6;28;6
means;5;2;22;10;44;10
meet;4;2;15;8;30;8
meeting;7;2;31;14;62;14
mind;4;2;21;8;42;8
monkey;6;2;32;12;64;12
monthly;7;2;35;14;70;14
need;4;2;16;8;32;8
needs;5;2;21;10;42;10
news;4;2;19;8;38;8
nose;4;2;16;8;32;8
objects;7;2;36;14;72;14
or;2;2;9;4;18;4
organization;12;2;57;24;114;24
over;4;2;20;8;40;8
people;6;2;30;12;60;12
place;5;2;26;10;52;10
put;3;2;17;6;34;6
quick;5;2;34;10;68;10
reading;7;2;34;14;68;14
red;3;2;14;6;28;6
registered;10;2;45;20;90;20
response;8;2;36;16;72;16
right;5;2;25;10;50;10
rises;5;2;23;10;46;10
risk;4;2;23;8;46;8
round;5;2;26;10;52;10
run;3;2;16;6;32;6
say;3;2;16;6;32;6
sent;4;2;15;8;30;8
seven;5;2;23;10;46;10
she;3;2;13;6;26;6
shop;4;2;21;8;42;8
shopping;8;2;44;16;88;16
six;3;2;18;6;36;6
small;5;2;27;10;54;10
someone;7;2;29;14;58;14
speed;5;2;24;10;48;10
spill;5;2;29;10;58;10
sprawling;9;2;50;18;100;18
staying;7;2;35;14;70;14
still;5;2;25;10;50;10
strike;6;2;29;12;58;12
stuck;5;2;29;10;58;10
subject;7;2;39;14;78;14
system;6;2;29;12;58;12
team;4;2;16;8;32;8
ten;3;2;10;6;20;6
these;5;2;19;10;38;10
things;6;2;29;12;58;12
think;5;2;25;10;50;10
tickets;7;2;33;14;66;14
tie;3;2;11;6;22;6
times;5;2;22;10;44;10
tomorrow;8;2;38;16;76;16
tonight;7;2;31;14;62;14
try;3;2;15;6;30;6
visit;5;2;26;10;52;10
wants;5;2;23;10;46;10
warm;4;2;22;8;44;8
wearing;7;2;35;14;70;14
wears;5;2;24;10;48;10
weekend;7;2;34;14;68;14
were;4;2;18;8;36;8
when;4;2;19;8;38;8
wind;4;2;22;8;44;8
window;6;2;33;12;66;12
without;7;2;34;14;68;14
world;5;2;28;10;56;10
would;5;2;30;10;60;10
yard;4;2;22;8;44;8
zero;4;2;20;8;40;8
abandoned;9;1;42;18;42;9
aboard;6;1;30;12;30;6
accept;6;1;29;12;29;6
acceptance;10;1;46;20;46;10
accompanied;11;1;55;22;55;11
according;9;1;47;18;47;9
account;7;1;34;14;34;7
acutely;7;1;36;14;36;7
addition;8;1;37;16;37;8
adult;5;1;26;10;26;5
advance;7;1;35;14;35;7
afraid;6;1;30;12;30;6
after;5;1;21;10;21;5
again;5;1;24;10;24;5
ages;4;1;19;8;19;4
agreement;9;1;38;18;38;9
ahead;5;1;22;10;22;5
airport;7;1;33;14;33;7
algorithm;9;1;45;18;45;9
allergic;8;1;42;16;42;8
alligator;9;1;44;18;44;9
allotted;8;1;35;16;35;8
almost;6;1;28;12;28;6
amazing;7;1;38;14;38;7
amount;6;1;28;12;28;6
animal;6;1;29;12;29;6
anniversary;11;1;54;22;54;11
announce;8;1;36;16;36;8
answered;8;1;37;16;37;8
any;3;1;15;6;15;3
anymore;7;1;33;14;33;7
anything;8;1;39;16;39;8
apartments;10;1;44;20;44;10
appears;7;1;35;14;35;7
apple;5;1;27;10;27;5
appointment;11;1;50;22;50;11
arguing;7;1;39;14;39;7
around;6;1;30;12;30;6
as;2;1;9;4;9;2
aspirations;11;1;51;22;51;11
assault;7;1;34;14;34;7
assignment;10;1;46;20;46;10
astonishment;12;1;51;24;51;12
ate;3;1;10;6;10;3
athletes;8;1;32;16;32;8
avoided;7;1;36;14;36;7
aware;5;1;23;10;23;5
back;4;1;25;8;25;4
baking;6;1;35;12;35;6
balance;7;1;34;14;34;7
ball;4;1;23;8;23;4
baloney;7;1;35;14;35;7
bare;4;1;19;8;19;4
baroque;7;1;38;14;38;7
barracks;8;1;44;16;44;8
bases;5;1;24;10;24;5
bath;4;1;19;8;19;4
bathroom;8;1;38;16;38;8
batman;6;1;28;12;28;6
battles;7;1;31;14;31;7
bears;5;1;24;10;24;5
been;4;1;17;8;17;4
beer;4;1;18;8;18;4
bees;4;1;18;8;18;4
beginning;9;1;46;18;46;9
behind;6;1;30;12;30;6
believe;7;1;35;14;35;7
benign;6;1;30;12;30;6
between;7;1;30;14;30;7
beware;6;1;29;12;29;6
biggest;7;1;37;14;37;7
bike;4;1;23;8;23;4
bill;4;1;24;8;24;4
bills;5;1;29;10;29;5
bird;4;1;23;8;23;4
birth;5;1;25;10;25;5
birthday;8;1;42;16;42;8
bite;4;1;18;8;18;4
bites;5;1;23;10;23;5
blast;5;1;25;10;25;5
blazed;6;1;34;12;34;6
blazing;7;1;41;14;41;7
blocked;7;1;40;14;40;7
bloodshed;9;1;46;18;46;9
blow;4;1;24;8;24;4
blues;5;1;28;10;28;5
borrower;8;1;40;16;40;8
boss;4;1;21;8;21;4
boys;4;1;23;8;23;4
break;5;1;27;10;27;5
breaks;6;1;32;12;32;6
breathing;9;1;43;18;43;9
broke;5;1;27;10;27;5
brown;5;1;27;10;27;5
browser;7;1;36;14;36;7
buckle;6;1;37;12;37;6
bullet;6;1;32;12;32;6
burglars;8;1;46;16;46;8
buried;6;1;33;12;33;6
business;8;1;41;16;41;8
bypass;6;1;35;12;35;6
cake;4;1;21;8;21;4
call;4;1;22;8;22;4
called;6;1;31;12;31;6
camping;7;1;39;14;39;7
canada;6;1;28;12;28;6
cancer;6;1;28;12;28;6
cape;4;1;20;8;20;4
capital;7;1;35;14;35;7
capitalist;10;1;48;20;48;10
card;4;1;21;8;21;4
careless;8;1;37;16;37;8
cares;5;1;23;10;23;5
cat;3;1;13;6;13;3
cells;5;1;26;10;26;5
century;7;1;35;14;35;7
challenged;10;1;50;20;50;10
chamber;7;1;36;14;36;7
chancellor;10;1;49;20;49;10
changed;7;1;35;14;35;7
checks;6;1;33;12;33;6
cheese;6;1;25;12;25;6
chemical;8;1;41;16;41;8
chemistry;9;1;45;18;45;9
chevy;5;1;29;10;29;5
child;5;1;28;10;28;5
children;8;1;40;16;40;8
chills;6;1;33;12;33;6
chlorine;8;1;38;16;38;8
circumstances;13;1;65;26;65;13
city;4;1;21;8;21;4
classical;9;1;47;18;47;9
claus;5;1;28;10;28;5
close;5;1;24;10;24;5
closed;6;1;30;12;30;6
coalition;9;1;41;18;41;9
cold;4;1;22;8;22;4
collapse;8;1;41;16;41;8
comment;7;1;32;14;32;7
committed;9;1;42;18;42;9
companies;9;1;44;18;44;9
complaints;10;1;50;20;50;10
complete;8;1;38;16;38;8
completely;10;1;51;20;51;10
concentrate;11;1;45;22;45;11
conferences;11;1;49;22;49;11
confidential;12;1;56;24;56;12
conscience;10;1;46;20;46;10
consequences;12;1;58;24;58;12
consideration;13;1;58;26;58;13
construction;12;1;56;24;56;12
contest;7;1;28;14;28;7
contrast;8;1;34;16;34;8
cooled;6;1;29;12;29;6
coronation;10;1;43;20;43;10
correct;7;1;32;14;32;7
correction;10;1;45;20;45;10
cottage;7;1;30;14;30;7
cotton;6;1;24;12;24;6
coupon;6;1;32;12;32;6
course;6;1;30;12;30;6
courts;6;1;30;12;30;6
cover;5;1;26;10;26;5
crowded;7;1;37;14;37;7
crown;5;1;26;10;26;5
cups;4;1;25;8;25;4
curve;5;1;29;10;29;5
custody;7;1;38;14;38;7
cut;3;1;16;6;16;3
daily;5;1;28;10;28;5
daring;6;1;31;12;31;6
dashing;7;1;36;14;36;7
date;4;1;16;8;16;4
daughters;9;1;45;18;45;9
decision;8;1;38;16;38;8
decisions;9;1;43;18;43;9
deed;4;1;18;8;18;4
delivery;8;1;43;16;43;8
denial;6;1;28;12;28;6
department;10;1;44;20;44;10
depot;5;1;23;10;23;5
desired;7;1;33;14;33;7
destruction;11;1;51;22;51;11
details;7;1;32;14;32;7
detector;8;1;33;16;33;8
dewdrop;7;1;38;14;38;7
diction;7;1;33;14;33;7
dine;4;1;18;8;18;4
dinosaurs;9;1;45;18;45;9
diplomacy;9;1;51;18;51;9
dipped;6;1;34;12;34;6
direction;9;1;41;18;41;9
disaster;8;1;36;16;36;8
discharged;10;1;52;20;52;10
discouraging;12;1;65;24;65;12
discovering;11;1;58;22;58;11
discreet;8;1;36;16;36;8
disgusting;10;1;54;20;54;10
disturbance;11;1;55;22;55;11
dolphins;8;1;42;16;42;8
door;4;1;19;8;19;4
dormitory;9;1;45;18;45;9
dow;3;1;17;6;17;3
down;4;1;21;8;21;4
dream;5;1;24;10;24;5
dreamers;8;1;37;16;37;8
dreams;6;1;29;12;29;6
dress;5;1;24;10;24;5
drivers;7;1;37;14;37;7
driveways;9;1;50;18;50;9
driving;7;1;40;14;40;7
drove;5;1;26;10;26;5
duck;4;1;27;8;27;4
due;3;1;16;6;16;3
each;4;1;18;8;18;4
early;5;1;25;10;25;5
earth;5;1;20;10;20;5
easy;4;1;19;8;19;4
eat;3;1;10;6;10;3
economy;7;1;34;14;34;7
edition;7;1;30;14;30;7
education;9;1;42;18;42;9
efforts;7;1;32;14;32;7
ego;3;1;14;6;14;3
eight;5;1;23;10;23;5
elections;9;1;39;18;39;9
electric;8;1;37;16;37;8
electrical;10;1;47;20;47;10
elephants;9;1;40;18;40;9
elevator;8;1;36;16;36;8
email;5;1;24;10;24;5
empire;6;1;29;12;29;6
employee;8;1;39;16;39;8
encouragement;13;1;59;26;59;13
end;3;1;13;6;13;3
engine;6;1;26;12;26;6
enlarged;8;1;38;16;38;8
enter;5;1;18;10;18;5
equation;8;1;38;16;38;8
etiquette;9;1;38;18;38;9
evening;7;1;34;14;34;7
eventually;10;1;51;20;51;10
ever;4;1;19;8;19;4
everybody;9;1;50;18;50;9
everyday;8;1;43;16;43;8
everywhere;10;1;49;20;49;10
exam;4;1;21;8;21;4
example;7;1;37;14;37;7
exasperation;12;1;55;24;55;12
exceed;6;1;29;12;29;6
excellent;9;1;42;18;42;9
excited;7;1;34;14;34;7
exciting;8;1;41;16;41;8
expectancy;10;1;51;20;51;10
expenses;8;1;38;16;38;8
explosion;9;1;46;18;46;9
express;7;1;36;14;36;7
extinct;7;1;32;14;32;7
extra;5;1;23;10;23;5
face;4;1;19;8;19;4
failure;7;1;36;14;36;7
fall;4;1;22;8;22;4
falling;7;1;38;14;38;7
fans;4;1;19;8;19;4
fast;4;1;18;8;18;4
favourite;9;1;45;18;45;9
february;8;1;44;16;44;8
feeling;7;1;34;14;34;7
fell;4;1;21;8;21;4
few;3;1;16;6;16;3
field;5;1;26;10;26;5
figure;6;1;33;12;33;6
file;4;1;20;8;20;4
finer;5;1;23;10;23;5
fingers;7;1;35;14;35;7
fish;4;1;21;8;21;4
flashing;8;1;42;16;42;8
flat;4;1;19;8;19;4
flavored;8;1;42;16;42;8
flying;6;1;35;12;35;6
fog;3;1;17;6;17;3
folds;5;1;27;10;27;5
follow;6;1;33;12;33;6
football;8;1;40;16;40;8
forest;6;1;26;12;26;6
forever;7;1;34;14;34;7
forward;7;1;37;14;37;7
fourth;6;1;30;12;30;6
free;4;1;17;8;17;4
frequently;10;1;52;20;52;10
freud;5;1;27;10;27;5
friend;6;1;29;12;29;6
friendly;8;1;42;16;42;8
front;5;1;22;10;22;5
fudge;5;1;29;10;29;5
full;4;1;25;8;25;4
fully;5;1;32;10;32;5
fun;3;1;17;6;17;3
futile;6;1;30;12;30;6
gallery;7;1;38;14;38;7
gamblers;8;1;43;16;43;8
game;4;1;20;8;20;4
gap;3;1;18;6;18;3
garbage;7;1;37;14;37;7
gel;3;1;16;6;16;3
generation;10;1;42;20;42;10
give;4;1;23;8;23;4
gives;5;1;28;10;28;5
glance;6;1;30;12;30;6
goes;4;1;19;8;19;4
going;5;1;27;10;27;5
goldilocks;10;1;57;20;57;10
golfers;7;1;36;14;36;7
gospel;6;1;32;12;32;6
got;3;1;14;6;14;3
government;10;1;47;20;47;10
governments;11;1;52;22;52;11
granite;7;1;31;14;31;7
greasy;6;1;31;12;31;6
great;5;1;22;10;22;5
grocery;7;1;37;14;37;7
grow;4;1;23;8;23;4
growing;7;1;39;14;39;7
guidelines;10;1;51;20;51;10
hamburger;9;1;49;18;49;9
hand;4;1;19;8;19;4
handicapped;11;1;57;22;57;11
handle;6;1;28;12;28;6
handled;7;1;34;14;34;7
hands;5;1;24;10;24;5
hate;4;1;15;8;15;4
having;6;1;33;12;33;6
healthy;7;1;33;14;33;7
hear;4;1;17;8;17;4
heat;4;1;15;8;15;4
heck;4;1;22;8;22;4
helps;5;1;26;10;26;5
here;4;1;16;8;16;4
heroic;6;1;28;12;28;6
higher;6;1;30;12;30;6
highway;7;1;40;14;40;7
him;3;1;16;6;16;3
historic;8;1;38;16;38;8
hold;4;1;21;8;21;4
hole;4;1;18;8;18;4
honest;6;1;24;12;24;6
horn;4;1;18;8;18;4
hour;4;1;21;8;21;4
hours;5;1;26;10;26;5
housekeeper;11;1;53;22;53;11
how;3;1;16;6;16;3
ice;3;1;14;6;14;3
ides;4;1;19;8;19;4
idiot;5;1;23;10;23;5
imagination;11;1;51;22;51;11
increased;9;1;41;18;41;9
index;5;1;26;10;26;5
indication;10;1;46;20;46;10
inefficient;11;1;50;22;50;11
injustice;9;1;46;18;46;9
inspiring;9;1;47;18;47;9
insulation;10;1;47;20;47;10
insurance;9;1;43;18;43;9
interactions;12;1;51;24;51;12
interesting;11;1;47;22;47;11
interface;9;1;39;18;39;9
investigate;11;1;50;22;50;11
irregular;9;1;47;18;47;9
jammed;6;1;33;12;33;6
jedi;4;1;22;8;22;4
jewels;6;1;32;12;32;6
jobs;4;1;24;8;24;4
joke;4;1;23;8;23;4
jones;5;1;24;10;24;5
judges;6;1;36;12;36;6
jumped;6;1;37;12;37;6
justice;7;1;37;14;37;7
keeps;5;1;26;10;26;5
kids;4;1;24;8;24;4
killer;6;1;33;12;33;6
king;4;1;24;8;24;4
kissing;7;1;39;14;39;7
knee;4;1;18;8;18;4
knees;5;1;23;10;23;5
knocking;8;1;46;16;46;8
labour;6;1;33;12;33;6
lagoon;6;1;29;12;29;6
lamb;4;1;23;8;23;4
land;4;1;20;8;20;4
laser;5;1;23;10;23;5
last;4;1;18;8;18;4
later;5;1;21;10;21;5
laugh;5;1;29;10;29;5
laundry;7;1;39;14;39;7
lavatory;8;1;41;16;41;8
leap;4;1;20;8;20;4
learning;8;1;38;16;38;8
leather;7;1;29;14;29;7
leaving;7;1;37;14;37;7
left;4;1;18;8;18;4
lender;6;1;27;12;27;6
lens;4;1;18;8;18;4
lesson;6;1;27;12;27;6
letters;7;1;28;14;28;7
liar;4;1;20;8;20;4
limit;5;1;25;10;25;5
limited;7;1;34;14;34;7
line;4;1;18;8;18;4
living;6;1;35;12;35;6
location;8;1;36;16;36;8
long;4;1;21;8;21;4
longer;6;1;29;12;29;6
looses;6;1;27;12;27;6
losers;6;1;28;12;28;6
lost;4;1;18;8;18;4
lottery;7;1;31;14;31;7
loudly;6;1;36;12;36;6
lovely;6;1;34;12;34;6
low;3;1;17;6;17;3
luckily;7;1;45;14;45;7
lunch;5;1;28;10;28;5
lydia;5;1;28;10;28;5
machine;7;1;33;14;33;7
machinery;9;1;45;18;45;9
mail;4;1;21;8;21;4
majesty;7;1;36;14;36;7
makeup;6;1;35;12;35;6
march;5;1;26;10;26;5
mary;4;1;22;8;22;4
mask;4;1;23;8;23;4
maternity;9;1;40;18;40;9
maximum;7;1;42;14;42;7
medieval;8;1;41;16;41;8
men;3;1;13;6;13;3
merger;6;1;29;12;29;6
met;3;1;12;6;12;3
meter;5;1;20;10;20;5
mice;4;1;20;8;20;4
microscopes;11;1;56;22;56;11
might;5;1;26;10;26;5
mightier;8;1;39;16;39;8
mine;4;1;18;8;18;4
minimum;7;1;39;14;39;7
minute;6;1;28;12;28;6
missed;6;1;30;12;30;6
mission;7;1;34;14;34;7
mix;3;1;19;6;19;3
moderation;10;1;44;20;44;10
mom;3;1;16;6;16;3
monitored;9;1;40;18;40;9
months;6;1;27;12;27;6
mortgage;8;1;39;16;39;8
mother;6;1;26;12;26;6
motivational;12;1;56;24;56;12
murder;6;1;32;12;32;6
mystery;7;1;36;14;36;7
nasty;5;1;23;10;23;5
nations;7;1;29;14;29;7
near;4;1;16;8;16;4
nearby;6;1;30;12;30;6
needed;6;1;25;12;25;6
neither;7;1;28;14;28;7
nervous;7;1;36;14;36;7
nice;4;1;18;8;18;4
night;5;1;24;10;24;5
nobody;6;1;32;12;32;6
non;3;1;12;6;12;3
noon;4;1;16;8;16;4
nor;3;1;13;6;13;3
note;4;1;14;8;14;4
now;3;1;15;6;15;3
number;6;1;32;12;32;6
nutty;5;1;24;10;24;5
obey;4;1;21;8;21;4
objective;9;1;47;18;47;9
obligations;11;1;54;22;54;11
observation;11;1;52;22;52;11
occasional;10;1;48;20;48;10
occur;5;1;28;10;28;5
oceans;6;1;26;12;26;6
odd;3;1;16;6;16;3
offenders;9;1;42;18;42;9
offends;7;1;34;14;34;7
offensive;9;1;44;18;44;9
offer;5;1;24;10;24;5
oil;3;1;15;6;15;3
ok;2;1;12;4;12;2
old;3;1;16;6;16;3
olympic;7;1;41;14;41;7
opera;5;1;23;10;23;5
opposing;8;1;43;16;43;8
order;5;1;23;10;23;5
ordered;7;1;32;14;32;7
organize;8;1;40;16;40;8
overdrawn;9;1;46;18;46;9
owned;5;1;24;10;24;5
paid;4;1;22;8;22;4
paintings;9;1;44;18;44;9
panel;5;1;24;10;24;5
park;4;1;24;8;24;4
parkways;8;1;47;16;47;8
parties;7;1;32;14;32;7
parts;5;1;24;10;24;5
party;5;1;26;10;26;5
patio;5;1;23;10;23;5
pay;3;1;18;6;18;3
peanuts;7;1;33;14;33;7
peek;4;1;21;8;21;4
peering;7;1;34;14;34;7
pen;3;1;14;6;14;3
penalty;7;1;34;14;34;7
period;6;1;30;12;30;6
persistent;10;1;43;20;43;10
person;6;1;28;12;28;6
personal;8;1;38;16;38;8
persons;7;1;33;14;33;7
phenomenon;10;1;44;20;44;10
photographs;11;1;56;22;56;11
phrases;7;1;34;14;34;7
physics;7;1;40;14;40;7
picket;6;1;32;12;32;6
picture;7;1;36;14;36;7
pies;4;1;20;8;20;4
pig;3;1;19;6;19;3
pile;4;1;21;8;21;4
pimp;4;1;25;8;25;4
pizza;5;1;32;10;32;5
played;6;1;33;12;33;6
players;7;1;37;14;37;7
playing;7;1;40;14;40;7
pleasant;8;1;36;16;36;8
plug;4;1;27;8;27;4
poisonous;9;1;45;18;45;9
political;9;1;46;18;46;9
politics;8;1;41;16;41;8
poorest;7;1;31;14;31;7
popularity;10;1;55;20;55;10
population;10;1;51;20;51;10
postal;6;1;29;12;29;6
powder;6;1;32;12;32;6
power;5;1;26;10;26;5
prayer;6;1;31;12;31;6
precautions;11;1;53;22;53;11
predictable;11;1;55;22;55;11
prefer;6;1;29;12;29;6
preferred;9;1;43;18;43;9
prepare;7;1;34;14;34;7
prescription;12;1;59;24;59;12
presence;8;1;36;16;36;8
presentation;12;1;50;24;50;12
presidential;12;1;56;24;56;12
presidents;10;1;46;20;46;10
prevailing;10;1;54;20;54;10
price;5;1;26;10;26;5
printer;7;1;32;14;32;7
priorities;10;1;47;20;47;10
priority;8;1;41;16;41;8
prison;6;1;30;12;30;6
prize;5;1;28;10;28;5
problem;7;1;38;14;38;7
problems;8;1;43;16;43;8
professor;9;1;44;18;44;9
profit;6;1;30;12;30;6
proposal;8;1;42;16;42;8
proprietor;10;1;48;20;48;10
protect;7;1;31;14;31;7
protesters;10;1;43;20;43;10
provide;7;1;38;14;38;7
provided;8;1;44;16;44;8
provinces;9;1;47;18;47;9
psychiatrist;12;1;60;24;60;12
psychology;10;1;58;20;58;10
public;6;1;38;12;38;6
published;9;1;51;18;51;9
pumping;7;1;43;14;43;7
punishment;10;1;49;20;49;10
quacks;6;1;38;12;38;6
quakes;6;1;35;12;35;6
quarter;7;1;35;14;35;7
questioning;11;1;55;22;55;11
quickly;7;1;47;14;47;7
quit;4;1;23;8;23;4
quite;5;1;26;10;26;5
quota;5;1;26;10;26;5
race;4;1;18;8;18;4
racketball;10;1;52;20;52;10
raged;5;1;25;10;25;5
raindrops;9;1;45;18;45;9
raise;5;1;22;10;22;5
rapidly;7;1;40;14;40;7
rationale;9;1;38;18;38;9
rattle;6;1;24;12;24;6
reach;5;1;23;10;23;5
really;6;1;31;12;31;6
receipts;8;1;37;16;37;8
recruitment;11;1;50;22;50;11
rectangular;11;1;54;22;54;11
recycling;9;1;49;18;49;9
redouble;8;1;41;16;41;8
redress;7;1;32;14;32;7
referendum;10;1;48;20;48;10
refuse;6;1;29;12;29;6
registration;12;1;53;24;53;12
rejection;9;1;41;18;41;9
relations;9;1;39;18;39;9
religion;8;1;39;16;39;8
reluctant;9;1;41;18;41;9
rent;4;1;15;8;15;4
require;7;1;36;14;36;7
requires;8;1;41;16;41;8
restaurant;10;1;43;20;43;10
result;6;1;29;12;29;6
results;7;1;34;14;34;7
