word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
number;6;472;36;12;16992;2832
voters;6;20;38;12;760;120
size;4;144;22;8;3168;576
this;4;5147;18;8;92646;20588
it;2;9093;10;4;90930;18186
did;3;1044;14;6;14616;3132
find;4;399;20;8;7980;1596
many;4;1037;22;8;22814;4148
georgia;7;57;41;14;2337;399
registration;12;23;66;24;1518;276
laws;4;92;20;8;1840;368
are;3;4393;16;6;70288;13179
outmoded;8;4;47;16;188;32
or;2;4227;13;4;54951;8454
inadequate;10;32;49;20;1568;320
often;5;369;28;10;10332;1845
ambiguous;9;23;49;18;1127;207
recommended;11;46;65;22;2990;506
legislators;11;20;63;22;1260;220
act;3;285;12;6;3420;855
have;4;3942;19;8;74898;15768
these;5;1573;26;10;40898;7865
studied;7;79;38;14;3002;553
revised;7;16;42;14;672;112
modernizing;11;4;63;22;252;44
improving;9;16;55;18;880;144
them;4;1791;23;8;41193;7164
commented;9;18;52;18;936;162
on;2;6766;9;4;60894;13532
other;5;1714;28;10;47992;8570
topics;6;10;30;12;300;60
among;5;370;27;10;9990;1850
purchasing;10;17;51;20;867;170
departments;11;25;62;22;1550;275
well;4;1006;26;8;26156;4024
operated;8;28;44;16;1232;224
follow;6;107;37;12;3959;642
generally;9;132;56;18;7392;1188
accepted;8;97;39;16;3783;776
practices;9;53;45;18;2385;477
inure;5;1;29;10;29;5
best;4;362;20;8;7240;1448
both;4;730;17;8;12410;2920
governments;11;61;68;22;4148;671
merger;6;21;44;12;924;126
proposed;8;84;46;16;3864;672
however;7;552;42;14;23184;3864
believes;8;43;45;16;1935;344
two;3;1516;17;6;25772;4548
offices;7;45;38;14;1710;315
should;6;888;32;12;28416;5328
be;2;6387;9;4;57483;12774
combined;8;40;39;16;1560;320
achieve;7;51;33;14;1683;357
greater;7;188;44;14;8272;1316
efficiency;10;50;54;20;2700;500
reduce;6;62;36;12;2232;372
cost;4;251;20;8;5020;1004
administration;14;167;67;28;11189;2338
department;10;242;57;20;13794;2420
is;2;10102;9;4;90918;20204
lacking;7;32;35;14;1120;224
experienced;11;53;62;22;3286;583
clerical;8;10;42;16;420;80
personnel;9;75;51;18;3825;675
as;2;7253;7;4;50771;14506
result;6;244;39;12;9516;1464
policies;8;68;41;16;2788;544
urged;5;35;34;10;1190;175
take;4;620;20;8;12400;2480
steps;5;119;28;10;3332;595
remedy;6;13;41;12;533;78
problem;7;315;43;14;13545;2205
implementation;14;8;76;28;608;112
automobile;10;50;53;20;2650;500
title;5;78;29;10;2262;390
law;3;320;15;6;4800;960
also;4;1069;19;8;20311;4276
outgoing;8;8;47;16;376;64
next;4;397;23;8;9131;1588
legislature;11;41;66;22;2706;451
provide;7;216;42;14;9072;1512
enabling;8;13;38;16;494;104
funds;5;95;28;10;2660;475
re;2;345;14;4;4830;690
set;3;434;17;6;7378;1302
effective;9;129;54;18;6966;1161
date;4;106;19;8;2014;424
so;2;2032;10;4;20320;4064
orderly;7;20;47;14;940;140
may;3;1400;18;6;25200;4200
effected;8;12;47;16;564;96
swipe;5;2;27;10;54;10
at;2;5382;8;4;43056;10764
state;5;899;25;10;22475;4495
welfare;7;55;42;14;2310;385
handling;8;42;37;16;1554;336
federal;7;251;41;14;10291;1757
granted;7;56;39;14;2184;392
child;5;251;23;10;5773;1255
services;8;139;46;16;6394;1112
foster;6;17;37;12;629;102
homes;5;62;27;10;1674;310
one;3;3504;15;6;52560;10512
major;5;256;28;10;7168;1280
items;5;72;29;10;2088;360
general;7;511;41;14;20951;3577
assistance;10;88;43;20;3784;880
program;7;395;45;14;17775;2765
but;3;4382;16;6;70112;13146
has;3;2439;10;6;24390;7317
seen;4;279;21;8;5859;1116
fit;3;75;17;6;1275;225
distribute;10;6;54;20;324;60
through;7;972;40;14;38880;6804
counties;8;35;41;16;1435;280
with;4;7291;19;8;138529;29164
exception;9;40;48;18;1920;360
receives;8;20;47;16;940;160
none;4;108;19;8;2052;432
money;5;277;31;10;8587;1385
jurors;6;4;38;12;152;24
they;4;3762;23;8;86526;15048
realize;7;69;40;14;2760;483
proportionate;13;9;71;26;639;117
distribution;12;86;61;24;5246;1032
might;5;672;29;10;19488;3360
disable;7;1;32;14;32;7
our;3;1253;20;6;25060;3759
less;4;446;23;8;10258;1784
populous;8;5;48;16;240;40
nevertheless;12;73;70;24;5110;876
we;2;2846;12;4;34152;5692
feel;4;216;26;8;5616;864
future;6;229;41;12;9389;1374
receive;7;76;42;14;3192;532
some;4;1617;24;8;38808;6468
portion;7;62;38;14;2356;434
available;9;245;41;18;10045;2205
failure;7;89;41;14;3649;623
do;2;1374;10;4;13740;2748
will;4;2250;24;8;54000;9000
continue;8;107;40;16;4280;856
disproportionate;16;2;85;32;170;32
burden;6;44;33;12;1452;264
taxpayers;9;23;50;18;1150;207
ordinary;8;74;44;16;3256;592
under;5;717;30;10;21510;3585
fire;4;207;25;8;5175;828
its;3;1858;15;6;27870;5574
appointment;11;28;57;22;1596;308
appraisers;10;1;52;20;52;10
guardians;9;4;45;18;180;36
administrators;14;5;72;28;360;70
awarding;8;3;39;16;117;24
fees;4;29;24;8;696;116
compensation;12;17;59;24;1003;204
wards;5;3;26;10;78;15
protected;9;31;52;18;1612;279
found;5;539;28;10;15092;2695
incorporated;12;14;63;24;882;168
into;4;1791;19;8;34029;7164
operating;9;88;49;18;4312;792
procedures;10;61;60;20;3660;610
recommendations;15;22;80;30;1760;330
previous;8;86;49;16;4214;688
juries;6;1;35;12;35;6
bar;3;86;13;6;1118;258
association;11;133;46;22;6118;1463
interim;7;11;40;14;440;77
citizens;8;88;40;16;3520;704
actions;7;68;30;14;2040;476
serve;5;108;33;10;3564;540
protect;7;34;41;14;1394;238
fact;4;447;19;8;8493;1788
effect;6;215;36;12;7740;1290
from;4;4371;28;8;122388;17484
undue;5;13;29;10;377;65
costs;5;176;25;10;4400;880
appointed;9;47;44;18;2068;423
elected;7;36;40;14;1440;252
servants;8;22;44;16;968;176
unmeritorious;13;1;77;26;77;13
criticisms;10;11;52;20;572;110
regarding;9;40;53;18;2120;360
new;3;1646;16;6;26336;4938
multi;5;15;32;10;480;75
million;7;208;39;14;8112;1456
dollar;6;58;34;12;1972;348
airport;7;19;39;14;741;133
when;4;2331;19;8;44289;9324
management;10;104;54;20;5616;1040
takes;5;86;25;10;2150;430
jan;3;24;11;6;264;72
eliminate;9;26;47;18;1222;234
political;9;264;45;18;11880;2376
influences;10;14;54;20;756;140
not;3;4620;15;6;69300;13860
elaborate;9;32;45;18;1440;288
added;5;172;23;10;3956;860
there;5;2841;29;10;82389;14205
periodic;8;9;42;16;378;72
surveillance;1
